CODIGO|DESCRIPCION|TIPO
I70.434|Aterosclerosis de injerto(s) de derivacion venoso autologo de pierna derecha con ulceracion de talon y parte media del pie|D
I70.435|Aterosclerosis de injerto(s) de derivacion venoso autologo de pierna derecha con ulceracion de otra parte del pie|D
I70.438|Aterosclerosis de injerto(s) de derivacion venoso autologo de pierna derecha con ulceracion de otra localizacion de parte inferior de pierna|D
I70.439|Aterosclerosis de injerto(s) de derivacion venoso autologo de pierna derecha con ulceracion de localizacion no especificada|D
I70.441|Aterosclerosis de injerto(s) de derivacion venoso autologo de pierna izquierda con ulceracion de muslo|D
I70.442|Aterosclerosis de injerto(s) de derivacion venoso autologo de pierna izquierda con ulceracion de pantorrilla|D
I70.443|Aterosclerosis de injerto(s) de derivacion venoso autologo de pierna izquierda con ulceracion de tobillo|D
I70.444|Aterosclerosis de injerto(s) de derivacion venoso autologo de pierna izquierda con ulceracion de talon y parte media del pie|D
I70.445|Aterosclerosis de injerto(s) de derivacion venoso autologo de pierna izquierda con ulceracion de otra parte del pie|D
I70.448|Aterosclerosis de injerto(s) de derivacion venoso autologo de pierna izquierda con ulceracion de otra localizacion de parte inferior de pierna|D
I70.449|Aterosclerosis de injerto(s) de derivacion venoso autologo de pierna izquierda con ulceracion de localizacion no especificada|D
I70.45|Aterosclerosis de injerto(s) de derivacion venoso autologo de otra extremidad con ulceracion|D
I70.461|Aterosclerosis de injerto(s) de derivacion venoso autologo de las extremidades con gangrena, pierna derecha|D
I70.462|Aterosclerosis de injerto(s) de derivacion venoso autologo de las extremidades con gangrena, pierna izquierda|D
I70.463|Aterosclerosis de injerto(s) de derivacion venoso autologo de las extremidades con gangrena, piernas, bilateral|D
I70.468|Aterosclerosis de injerto(s) de derivacion venoso autologo de las extremidades con gangrena, otra extremidad|D
I70.469|Aterosclerosis de injerto(s) de derivacion venoso autologo de extremidades con gangrena, extremidad no especificada|D
I70.491|Otros tipos de aterosclerosis de injerto(s) de derivacion venoso autologo de las extremidades, pierna derecha|D
I70.492|Otros tipos de aterosclerosis de injerto(s) de derivacion venoso autologo de las extremidades, pierna izquierda|D
I70.493|Otros tipos de aterosclerosis de injerto(s) de derivacion venoso autologo de las extremidades, piernas, bilateral|D
I70.498|Otros tipos de aterosclerosis de injerto(s) de derivacion venoso autologo de las extremidades, otra extremidad|D
I70.499|Otros tipos de aterosclerosis de injerto(s) de derivacion venoso autologo de las extremidades, extremidad no especificada|D
I70.501|Aterosclerosis no especificada de injerto(s) de derivacion biologico no autologo de las extremidades, pierna derecha|D
I70.502|Aterosclerosis no especificada de injerto(s) de derivacion biologico no autologo de las extremidades, pierna izquierda|D
I70.503|Aterosclerosis no especificada de injerto(s) de derivacion biologico no autologo de las extremidades, piernas, bilateral|D
I70.508|Aterosclerosis no especificada de injerto(s) de derivacion biologico no autologo de las extremidades, otra extremidad|D
I70.509|Aterosclerosis no especificada de injerto(s) de derivacion biologico no autologo de las extremidades, extremidad no especificada|D
I70.511|Aterosclerosis de injerto(s) de derivacion biologico no autologo de las extremidades con claudicacion intermitente, pierna derecha|D
I70.512|Aterosclerosis de injerto(s) de derivacion biologico no autologo de las extremidades con claudicacion intermitente, pierna izquierda|D
I70.513|Aterosclerosis de injerto(s) de derivacion biologico no autologo de las extremidades con claudicacion intermitente, piernas, bilateral|D
I70.518|Aterosclerosis de injerto(s) de derivacion biologico no autologo de las extremidades con claudicacion intermitente, otra extremidad|D
I70.519|Aterosclerosis de injerto(s) de derivacion biologico no autologo de las extremidades con claudicacion intermitente, extremidad no especificada|D
I70.521|Aterosclerosis de injerto(s) de derivacion biologico no autologo de las extremidades con dolor en reposo, pierna derecha|D
I70.522|Aterosclerosis de injerto(s) de derivacion biologico no autologo de las extremidades con dolor en reposo, pierna izquierda|D
I70.523|Aterosclerosis de injerto(s) de derivacion biologico no autologo de las extremidades con dolor en reposo, piernas, bilateral|D
I70.528|Aterosclerosis de injerto(s) de derivacion biologico no autologo de las extremidades con dolor en reposo, otra extremidad|D
I70.529|Aterosclerosis de injerto(s) de derivacion biologico no autologo de las extremidades con dolor en reposo, extremidad no especificada|D
I70.531|Aterosclerosis de injerto(s) de derivacion biologico no autologo de pierna derecha con ulceracion de muslo|D
I70.532|Aterosclerosis de injerto(s) de derivacion biologico no autologo de pierna derecha con ulceracion de pantorrilla|D
I70.533|Aterosclerosis de injerto(s) de derivacion biologico no autologo de pierna derecha con ulceracion de tobillo|D
I70.534|Aterosclerosis de injerto(s) de derivacion biologico no autologo de pierna derecha con ulceracion de talon y parte media del pie|D
I70.535|Aterosclerosis de injerto(s) de derivacion biologico no autologo de pierna derecha con ulceracion de otra parte del pie|D
I70.538|Aterosclerosis de injerto(s) de derivacion biologico no autologo de pierna derecha con ulceracion de otra localizacion de parte inferior de pierna|D
I70.539|Aterosclerosis de injerto(s) de derivacion biologico no autologo de pierna derecha con ulceracion de localizacion no especificada|D
I70.541|Aterosclerosis de injerto(s) de derivacion biologico no autologo de pierna izquierda con ulceracion de muslo|D
I70.542|Aterosclerosis de injerto(s) de derivacion biologico no autologo de pierna izquierda con ulceracion de pantorrilla|D
I70.543|Aterosclerosis de injerto(s) de derivacion biologico no autologo de pierna izquierda con ulceracion de tobillo|D
I70.544|Aterosclerosis de injerto(s) de derivacion biologico no autologo de pierna izquierda con ulceracion de talon y parte media del pie|D
I70.545|Aterosclerosis de injerto(s) de derivacion biologico no autologo de pierna izquierda con ulceracion de otra parte del pie|D
I70.548|Aterosclerosis de injerto(s) de derivacion biologico no autologo de pierna izquierda con ulceracion de otra localizacion de parte inferior de pierna|D
I70.549|Aterosclerosis de injerto(s) de derivacion biologico no autologo de pierna izquierda con ulceracion de localizacion no especificada|D
I70.55|Aterosclerosis de injerto(s) de derivacion biologico no autologo de otra extremidad con ulceracion|D
I70.561|Aterosclerosis de injerto(s) de derivacion biologico no autologo de las extremidades con gangrena, pierna derecha|D
I70.562|Aterosclerosis de injerto(s) de derivacion biologico no autologo de las extremidades con gangrena, pierna izquierda|D
I70.563|Aterosclerosis de injerto(s) de derivacion biologico no autologo de las extremidades con gangrena, piernas, bilateral|D
I70.568|Aterosclerosis de injerto(s) de derivacion biologico no autologo de las extremidades con gangrena, otra extremidad|D
I70.569|Aterosclerosis de injerto(s) de derivacion biologico no autologo de las extremidades con gangrena, extremidad no especificada|D
I70.591|Otros tipos de aterosclerosis de injerto(s) de derivacion biologico no autologo de las extremidades, pierna derecha|D
I70.592|Otros tipos de aterosclerosis de injerto(s) de derivacion biologico no autologo de las extremidades, pierna izquierda|D
I70.593|Otros tipos de aterosclerosis de injerto(s) de derivacion biologico no autologo de las extremidades, piernas bilateral|D
I70.598|Otros tipos de aterosclerosis de injerto(s) de derivacion biologico no autologo de las extremidades, otra extremidad|D
I70.599|Otros tipos de aterosclerosis de injerto(s) de derivacion biologico no autologo de las extremidades, extremidad no especificada|D
I70.601|Aterosclerosis no especificada de injerto(s) de derivacion no biologico de las extremidades, pierna derecha|D
I70.602|Aterosclerosis no especificada de injerto(s) de derivacion no biologico de las extremidades, pierna izquierda|D
I70.603|Aterosclerosis no especificada de injerto(s) de derivacion no biologico de las extremidades, piernas, bilateral|D
I70.608|Aterosclerosis no especificada de injerto(s) de derivacion no biologico de las extremidades, otra extremidad|D
I70.609|Aterosclerosis no especificada de injerto(s) de derivacion no biologico de las extremidades, extremidad no especificada|D
I70.611|Aterosclerosis de injerto(s) de derivacion no biologico de las extremidades con claudicacion intermitente, pierna derecha|D
I70.612|Aterosclerosis de injerto(s) de derivacion no biologico de las extremidades con claudicacion intermitente, pierna izquierda|D
I70.613|Aterosclerosis de injerto(s) de derivacion no biologico de las extremidades con claudicacion intermitente, piernas bilateral|D
I70.618|Aterosclerosis de injerto(s) de derivacion no biologico de las extremidades con claudicacion intermitente, otra extremidad|D
I70.619|Aterosclerosis de injerto(s) de derivacion no biologico de las extremidades con claudicacion intermitente, extremidad no especificada|D
I70.621|Aterosclerosis de injerto(s) de derivacion no biologico de las extremidades con dolor en reposo, pierna derecha|D
I70.622|Aterosclerosis de injerto(s) de derivacion no biologico de extremidades con dolor en reposo, pierna izquierda|D
I70.623|Aterosclerosis de injerto(s) de derivacion no biologico de las extremidades con dolor en reposo, piernas bilateral|D
I70.628|Aterosclerosis de injerto(s) de derivacion no biologico de las extremidades con dolor en reposo, otra extremidad|D
I70.629|Aterosclerosis de injerto(s) de derivacion no biologico de las extremidades con dolor en reposo, extremidad no especificada|D
I70.631|Aterosclerosis de injerto(s) de derivacion no biologico de pierna derecha con ulceracion de muslo|D
I70.632|Aterosclerosis de injerto(s) de derivacion no biologico de pierna derecha con ulceracion de pantorrilla|D
I70.633|Aterosclerosis de injerto(s) de derivacion no biologico de pierna derecha con ulceracion de tobillo|D
I70.634|Aterosclerosis de injerto(s) de derivacion no biologico de pierna derecha con ulceracion de talon y parte media del pie|D
I70.635|Aterosclerosis de injerto(s) de derivacion no biologico de pierna derecha con ulceracion de otra parte del pie|D
I70.638|Aterosclerosis de injerto(s) de derivacion no biologico de pierna derecha con ulceracion de otra localizacion de parte inferior de pierna|D
I70.639|Aterosclerosis de injerto(s) de derivacion no biologico de pierna derecha con ulceracion de localizacion no especificada|D
I70.641|Aterosclerosis de injerto(s) de derivacion no biologico de pierna izquierda con ulceracion de muslo|D
I70.642|Aterosclerosis de injerto(s) de derivacion no biologico de pierna izquierda con ulceracion de pantorrilla|D
I70.643|Aterosclerosis de injerto(s) de derivacion no biologico de pierna izquierda con ulceracion de tobillo|D
I70.644|Aterosclerosis de injerto(s) de derivacion no biologico de pierna izquierda con ulceracion de talon y parte media del pie|D
I70.645|Aterosclerosis de injerto(s) de derivacion no biologico de pierna izquierda con ulceracion de otra parte del pie|D
I70.648|Aterosclerosis de injerto(s) de derivacion no biologico de pierna izquierda con ulceracion de otra localizacion de parte inferior de pierna|D
I70.649|Aterosclerosis de injerto(s) de derivacion no biologico de pierna izquierda con ulceracion de localizacion no especificada|D
I70.65|Aterosclerosis de injerto(s) de derivacion no biologico de otra extremidad con ulceracion|D
I70.661|Aterosclerosis de injerto(s) de derivacion no biologico de las extremidades con gangrena, pierna derecha|D
I70.662|Aterosclerosis de injerto(s) de derivacion no biologico de las extremidades con gangrena, pierna izquierda|D
I70.663|Aterosclerosis de injerto(s) de derivacion no biologico de las extremidades con gangrena, piernas, bilateral|D
I70.668|Aterosclerosis de injerto(s) de derivacion no biologico de las extremidades con gangrena, otra extremidad|D
I70.669|Aterosclerosis de injerto(s) de derivacion no biologico de las extremidades con gangrena, extremidad no especificada|D
I70.691|Otra aterosclerosis de injerto(s) de derivacion no biologico de las extremidades, pierna derecha|D
I70.692|Otra aterosclerosis de injerto(s) de derivacion no biologico de las extremidades, pierna izquierda|D
I70.693|Otra aterosclerosis de injerto(s) de derivacion no biologico de las extremidades, piernas, bilateral|D
I70.698|Otra aterosclerosis de injerto(s) de derivacion no biologico de las extremidades, otra extremidad|D
I70.699|Otra aterosclerosis de injerto(s) de derivacion no biologico de las extremidades, extremidad no especificada|D
I70.701|Aterosclerosis no especificada de otro tipo de injerto(s) de derivacion de las extremidades, pierna derecha|D
I70.702|Aterosclerosis no especificada de otro tipo de injerto(s) de derivacion de las extremidades, pierna izquierda|D
I70.703|Aterosclerosis no especificada de otro tipo de injerto(s) de derivacion de las extremidades, piernas, bilateral|D
I70.708|Aterosclerosis no especificada de otro tipo de injerto(s) de derivacion de las extremidades, otra extremidad|D
I70.709|Aterosclerosis no especificada de otro tipo de injerto(s) de derivacion de las extremidades, extremidad no especificada|D
I70.711|Aterosclerosis de otro tipo de injerto(s) de derivacion de las extremidades con claudicacion intermitente, pierna derecha|D
I70.712|Aterosclerosis de otro tipo de injerto(s) de derivacion de las extremidades con claudicacion intermitente, pierna izquierda|D
I70.713|Aterosclerosis de otro tipo de injerto(s) de derivacion de las extremidades con claudicacion intermitente, piernas bilateral|D
I70.718|Aterosclerosis de otro tipo de injerto(s) de derivacion de las extremidades con claudicacion intermitente, otra extremidad|D
I70.719|Aterosclerosis de otro tipo de injerto(s) de derivacion de las extremidades con claudicacion intermitente, extremidad no especificada|D
I70.721|Aterosclerosis de otro tipo de injerto(s) de derivacion de las extremidades con dolor en reposo, pierna derecha|D
I70.722|Aterosclerosis de otro tipo de injerto(s) de derivacion de las extremidades con dolor en reposo, pierna izquierda|D
I70.723|Aterosclerosis de otro tipo de injerto(s) de derivacion de extremidades con dolor en reposo, piernas, bilateral|D
I70.728|Aterosclerosis de otro tipo de injerto(s) de derivacion de las extremidades con dolor en reposo, otra extremidad|D
I70.729|Aterosclerosis de otro tipo de injerto(s) de derivacion de las extremidades con dolor en reposo, extremidad no especificada|D
I70.731|Aterosclerosis de otro tipo de injerto(s) de derivacion de pierna derecha con ulceracion de muslo|D
I70.732|Aterosclerosis de otro tipo de injerto(s) de derivacion de pierna derecha con ulceracion de pantorrilla|D
I70.733|Aterosclerosis de otro tipo de injerto(s) de derivacion de pierna derecha con ulceracion de tobillo|D
I70.734|Aterosclerosis de otro tipo de injerto(s) de derivacion de pierna derecha con ulceracion de talon y parte media del pie|D
I70.735|Aterosclerosis de otro tipo de injerto(s) de derivacion de pierna derecha con ulceracion de otra parte del pie|D
I70.738|Aterosclerosis de otro tipo de injerto(s) de derivacion de pierna derecha con ulceracion de otra localizacion de parte inferior de pierna|D
I70.739|Aterosclerosis de otro tipo de injerto(s) de derivacion de pierna derecha con ulceracion de localizacion no especificada|D
I70.741|Aterosclerosis de otro tipo de injerto(s) de derivacion de pierna izquierda con ulceracion de muslo|D
I70.742|Aterosclerosis de otro tipo de injerto(s) de derivacion de pierna izquierda con ulceracion de pantorrilla|D
I70.743|Aterosclerosis de otro tipo de injerto(s) de derivacion de pierna izquierda con ulceracion de tobillo|D
I70.744|Aterosclerosis de otro tipo de injerto(s) de derivacion de pierna izquierda con ulceracion de talon y parte media del pie|D
I70.745|Aterosclerosis de otro tipo de injerto(s) de derivacion de pierna izquierda con ulceracion de otra parte del pie|D
I70.748|Aterosclerosis de otro tipo de injerto(s) de derivacion de pierna izquierda con ulceracion de otra localizacion de parte inferior de pierna|D
I70.749|Aterosclerosis de otro tipo de injerto(s) de derivacion de pierna izquierda con ulceracion de localizacion no especificada|D
I70.75|Aterosclerosis de otro tipo de injerto(s) de derivacion de otra extremidad con ulceracion|D
I70.761|Aterosclerosis de otro tipo de injerto(s) de derivacion de las extremidades con gangrena, pierna derecha|D
I70.762|Aterosclerosis de otro tipo de injerto(s) de derivacion de las extremidades con gangrena, pierna izquierda|D
I70.763|Aterosclerosis de otro tipo de injerto(s) de derivacion de las extremidades con gangrena, piernas, bilateral|D
I70.768|Aterosclerosis de otro tipo de injerto(s) de derivacion de las extremidades con gangrena, otra extremidad|D
I70.769|Aterosclerosis de otro tipo de injerto(s) de derivacion de las extremidades con gangrena, extremidad no especificada|D
I70.791|Otra aterosclerosis de otro tipo de injerto(s) de derivacion de las extremidades, pierna derecha|D
I70.792|Otra aterosclerosis de otro tipo de injerto(s) de derivacion de las extremidades, pierna izquierda|D
I70.793|Otra aterosclerosis de otro tipo de injerto(s) de derivacion de las extremidades, piernas, bilateral|D
I70.798|Otra aterosclerosis de otro tipo de injerto(s) de derivacion de las extremidades, otra extremidad|D
I70.799|Otra aterosclerosis de otro tipo de injerto(s) de derivacion de las extremidades, extremidad no especificada|D
I70.8|Aterosclerosis de otras arterias|D
I70.90|Aterosclerosis no especificda|D
I70.91|Aterosclerosis generalizada|D
I70.92|Oclusion total cronica de arteria de extremidades|D
I71.00|Diseccion de aorta de localizacion no especificada|D
I71.01|Diseccion de aorta toracica|D
I71.02|Diseccion de aorta abdominal|D
I71.03|Diseccion de aorta toracoabdominal|D
I71.1|Aneurisma de aorta toracica, roto|D
I71.2|Aneurisma de aorta toracica, sin rotura|D
I71.3|Aneurisma de aorta abdominal, roto|D
I71.4|Aneurisma de aorta abdominal, sin rotura|D
I71.5|Aneurisma de aorta toracoabdominal, roto|D
I71.6|Aneurisma de aorta toracoabdominal, sin rotura|D
I71.8|Aneurisma de aorta de localizacion no especificada, roto|D
I71.9|Aneurisma de aorta de localizacion no especificada, sin rotura|D
I72.0|Aneurisma de arteria carotida|D
I72.1|Aneurisma de arteria de extremidad superior|D
I72.2|Aneurisma de arteria renal|D
I72.3|Aneurisma de arteria iliaca|D
I72.4|Aneurisma de arteria de extremidad inferior|D
I72.8|Aneurisma de otras arterias especificadas|D
I72.9|Aneurisma de localizacion no especificada|D
I73.00|Sindrome de Raynaud sin gangrena|D
I73.01|Sindrome de Raynaud con gangrena|D
I73.1|Tromboangeitis obliterante [enfermedad de Buerger]|D
I73.81|Eritromelalgia|D
I73.89|Otras enfermedades vasculares perifericas especificadas|D
I73.9|Enfermedad vascular periferica, no especificada|D
I74.01|Embolo en silla de montar de aorta abdominal|D
I74.09|Otra embolia y trombosis arterial de aorta abdominal|D
I74.10|Embolia y trombosis de partes no especificadas de aorta|D
I74.11|Embolia y trombosis de aorta toracica|D
I74.19|Embolia y trombosis de otras partes de aorta|D
I74.2|Embolia y trombosis de arterias de los miembros superiores|D
I74.3|Embolia y trombosis de arterias de los miembros inferiores|D
I74.4|Embolia y trombosis de arterias de extremidades, no especificada|D
I74.5|Embolia y trombosis de arteria iliaca|D
I74.8|Embolia y trombosis de otras arterias|D
I74.9|Embolia y trombosis de arteria no especificada|D
I75.011|Ateroembolismo de extremidad superior derecha|D
I75.012|Ateroembolismo de extremidad superior izquierda|D
I75.013|Ateroembolismo bilateral de extremidades superiores|D
I75.019|Ateroembolismo de extremidad superior no especificada|D
I75.021|Ateroembolismo de extremidad inferior derecha|D
I75.022|Ateroembolismo de extremidad inferior izquierda|D
I75.023|Ateroembolismo bilateral de extremidades inferiores|D
I75.029|Ateroembolismo de extremidad inferior no especificada|D
I75.81|Ateroembolismo de ri?on|D
I75.89|Ateroembolismo de otra localizacion|D
I76|Embolia arterial septica|D
I77.0|Fistula arteriovenosa, adquirida|D
I77.1|Estenosis de arteria|D
I77.2|Rotura de arteria|D
I77.3|Displasia fibromuscular arterial|D
I77.4|Sindrome de compresion de arteria celiaca|D
I77.5|Necrosis de arteria|D
I77.6|Arteritis, no especificada|D
I77.71|Diseccion de arteria carotida|D
I77.72|Diseccion de arteria iliaca|D
I77.73|Diseccion de arteria renal|D
I77.74|Diseccion de arteria vertebral|D
I77.79|Diseccion de otras arterias|D
I77.810|Ectasia aorta toracica|D
I77.811|Ectasia aorta abdominal|D
I77.812|Ectasia aorta toracoabdominal|D
I77.819|Ectasia aortica, lugar no especificado|D
I77.89|Otras alteraciones especificadas de arterias y arteriolas|D
I77.9|Trastorno de arterias y arteriolas, no especificado|D
I78.0|Telangiectasia hemorragica hereditaria|D
I78.1|Nevus, no neoplasico|D
I78.8|Otras enfermedades de los capilares|D
I78.9|Enfermedad de los capilares, no especificada|D
I79.0|Aneurisma de aorta en enfermedades clasificadas bajo otro concepto|D
I79.1|Aortitis en enfermedades clasificadas bajo otro concepto|D
I79.8|Otros trastornos de arterias, arteriolas y capilares en enfermedades clasificadas bajo otro concepto|D
I80.00|Flebitis y tromboflebitis de vasos superficiales de extremidad inferior no especificada|D
I80.01|Flebitis y tromboflebitis de vasos superficiales de extremidad inferior derecha|D
I80.02|Flebitis y tromboflebitis de vasos superficiales de extremidad inferior izquierda|D
I80.03|Flebitis y tromboflebitis de vasos superficiales de extremidades inferiores, bilateral|D
I80.10|Flebitis y tromboflebitis de vena femoral no especificada|D
I80.11|Flebitis y tromboflebitis de vena femoral derecha|D
I80.12|Flebitis y tromboflebitis de vena femoral izquierda|D
I80.13|Flebitis y tromboflebitis de vena femoral, bilateral|D
I80.201|Flebitis y tromboflebitis de vasos profundos no especificados de extremidad inferior derecha|D
I80.202|Flebitis y tromboflebitis de vasos profundos no especificados de extremidad inferior izquierda|D
I80.203|Flebitis y tromboflebitis de vasos profundos no especificados de extremidades inferiores, bilateral|D
I80.209|Flebitis y tromboflebitis de vasos profundos no especificados de extremidad inferior no especificada|D
I80.211|Flebitis y tromboflebitis de vena iliaca derecha|D
I80.212|Flebitis y tromboflebitis de vena iliaca izquierda|D
I80.213|Flebitis y tromboflebitis de vena iliaca, bilateral|D
I80.219|Flebitis y tromboflebitis de vena iliaca no especificada|D
I80.221|Flebitis y tromboflebitis de vena poplitea derecha|D
I80.222|Flebitis y tromboflebitis de vena poplitea izquierda|D
I80.223|Flebitis y tromboflebitis de vena poplitea, bilateral|D
I80.229|Flebitis y tromboflebitis de vena poplitea no especificada|D
I80.231|Flebitis y tromboflebitis de vena tibial derecha|D
I80.232|Flebitis y tromboflebitis de vena tibial izquierda|D
I80.233|Flebitis y tromboflebitis de vena tibial, bilateral|D
I80.239|Flebitis y tromboflebitis de vena tibial no especificada|D
I80.291|Flebitis y tromboflebitis de otros vasos profundos de extremidad inferior derecha|D
I80.292|Flebitis y tromboflebitis de otros vasos profundos de extremidad inferior izquierda|D
I80.293|Flebitis y tromboflebitis de otros vasos profundos de extremidades inferiores, bilateral|D
I80.299|Flebitis y tromboflebitis de otros vasos profundos de extremidad inferior no especificada|D
I80.3|Flebitis y tromboflebitis de miembros inferiores, no especificada|D
I80.8|Flebitis y tromboflebitis de otras localizaciones|D
I80.9|Flebitis y tromboflebitis de localizacion no especificada|D
I81|Trombosis de vena porta|D
I82.0|Sindrome de Budd-Chiari|D
I82.1|Tromboflebitis migratoria|D
I82.210|Embolia y trombosis agudas de vena cava superior|D
I82.211|Embolia y trombosis cronicas de vena cava superior|D
I82.220|Embolia y trombosis agudas de vena cava inferior|D
I82.221|Embolia y trombosis cronicas de vena cava inferior|D
I82.290|Embolia y trombosis agudas de otras venas toracicas|D
I82.291|Embolia y trombosis cronicas de otras venas toracicas|D
I82.3|Embolia y trombosis de vena renal|D
I82.401|Embolia y trombosis agudas de venas profundas no especificadas de extremidad inferior derecha|D
I82.402|Embolia y trombosis agudas de venas profundas no especificadas de extremidad inferior izquierda|D
I82.403|Embolia y trombosis agudas de venas profundas no especificadas de extremidad inferior, bilateral|D
I82.409|Embolia y trombosis agudas de venas profundas no especificadas de   extremidad inferior no especificada|D
I82.411|Embolia y trombosis agudas de vena femoral derecha|D
I82.412|Embolia y trombosis agudas de vena femoral izquierda|D
I82.413|Embolia y trombosis agudas de vena femoral, bilateral|D
I82.419|Embolia y trombosis agudas de vena femoral no especificada|D
I82.421|Embolia y trombosis agudas de vena iliaca derecha|D
I82.422|Embolia y trombosis agudas de vena iliaca izquierda|D
I82.423|Embolia y trombosis agudas de vena iliaca, bilateral|D
I82.429|Embolia y trombosis agudas de vena iliaca no especificada|D
I82.431|Embolia y trombosis agudas de vena poplitea derecha|D
I82.432|Embolia y trombosis agudas de vena poplitea izquierda|D
I82.433|Embolia y trombosis agudas de vena poplitea, bilateral|D
I82.439|Embolia y trombosis agudas de vena poplitea no especificada|D
I82.441|Embolia y trombosis agudas de vena tibial derecha|D
I82.442|Embolia y trombosis agudas de vena tibial izquierda|D
I82.443|Embolia y trombosis agudas de vena tibial, bilateral|D
I82.449|Embolia y trombosis agudas de vena tibial no especificada|D
I82.491|Embolia y trombosis agudas de otra vena profunda de extremidad inferior derecha|D
I82.492|Embolia y trombosis agudas de otra vena profunda de extremidad inferior izquierda|D
I82.493|Embolia y trombosis agudas de otra vena profunda de extremidad inferior, bilateral|D
I82.499|Embolia y trombosis agudas de otra vena profunda de extremidad inferior no especificada|D
I82.4Y1|Embolia y trombosis agudas de venas profundas no especificadas de la parte proximal de la extremidad inferior derecha|D
I82.4Y2|Embolia y trombosis agudas de venas profundas no especificadas de la parte proximal de la extremidad inferior izquierda|D
I82.4Y3|Embolia y trombosis agudas de venas profundas no especificadas de la parte proximal de la extremidad inferior, bilateral|D
I82.4Y9|Embolia y trombosis agudas de venas profundas no especificadas de la parte proximal de extremidad inferior no especificada|D
I82.4Z1|Embolia y trombosis agudas de venas profundas no especificadas de la parte distal de la extremidad inferior derecha|D
I82.4Z2|Embolia y trombosis agudas de venas profundas no especificadas de la parte distal de la extremidad inferior izquierda|D
I82.4Z3|Embolia y trombosis agudas de venas profundas no especificadas de la parte distal de la extremidad inferior, bilateral|D
I82.4Z9|Embolia y trombosis agudas de venas profundas no especificadas de la parte distal de extremidad inferior no especificada|D
I82.501|Embolia y trombosis cronicas de venas profundas no especificadas de extremidad inferior, derecha|D
I82.502|Embolia y trombosis cronicas de venas profundas no especificadas de extremidad inferior, izquierda|D
I82.503|Embolia y trombosis cronicas de venas profundas no especificadas de extremidad inferior, bilateral|D
I82.509|Embolia y trombosis cronicas de venas profundas no especificadas de extremidad inferior, lateralidad no especificada|D
I82.511|Embolia y trombosis cronicas de vena femoral derecha|D
I82.512|Embolia y trombosis cronicas de vena femoral izquierda|D
I82.513|Embolia y trombosis cronicas de vena femoral, bilateral|D
I82.519|Embolia y trombosis cronicas de vena femoral no especificada|D
I82.521|Embolia y trombosis cronicas de vena iliaca derecha|D
I82.522|Embolia y trombosis cronicas de vena iliaca izquierda|D
I82.523|Embolia y trombosis cronicas de vena iliaca, bilateral|D
I82.529|Embolia y trombosis cronicas de vena iliaca no especificada|D
I82.531|Embolia y trombosis cronicas de vena poplitea derecha|D
I82.532|Embolia y trombosis cronicas de vena poplitea izquierda|D
I82.533|Embolia y trombosis cronicas de vena poplitea, bilateral|D
I82.539|Embolia y trombosis cronicas de vena poplitea no especificada|D
I82.541|Embolia y trombosis cronicas de vena tibial derecha|D
I82.542|Embolia y trombosis cronicas de vena tibial izquierda|D
I82.543|Embolia y trombosis cronicas de vena tibial, bilateral|D
I82.549|Embolia y trombosis cronicas de vena tibial no especificada|D
I82.591|Embolia y trombosis cronicas de otras venas profundas de extremidad inferior derecha|D
I82.592|Embolia y trombosis cronicas de otras venas profundas de extremidad inferior izquierda|D
I82.593|Embolia y trombosis cronicas de otras venas profundas de extremidad inferior, bilateral|D
I82.599|Embolia y trombosis cronicas de otras venas profundas de extremidad inferior no especificada|D
I82.5Y1|Embolia y trombosis cronicas de venas profundas no especificadas de la parte proximal de la extremidad inferior derecha|D
I82.5Y2|Embolia y trombosis cronicas de venas profundas no especificadas de la parte proximal de la extremidad inferior izquierda|D
I82.5Y3|Embolia y trombosis cronicas de venas profundas no especificadas de la parte proximal de la extremidad inferior, bilateral|D
I82.5Y9|Embolia y trombosis cronicas de venas profundas no especificadas de parte proximal no especificada de la extremidad inferior|D
I82.5Z1|Embolia y trombosis cronicas de venas profundas no especificadas de la parte distal de la extremidad inferior derecha|D
I82.5Z2|Embolia y trombosis cronicas de venas profundas no especificadas de la parte distal de la extremidad inferior izquierda|D
I82.5Z3|Embolia y trombosis cronicas de venas profundas no especificadas de la parte distal de la extremidad inferior, bilateral|D
I82.5Z9|Embolia y trombosis cronicas de venas profundas no especificadas de parte distal no especificada de la extremidad inferior|D
I82.601|Embolia y trombosis agudas de venas no especificadas de extremidad superior derecha|D
I82.602|Embolia y trombosis agudas de venas no especificadas de extremidad superior izquierda|D
I82.603|Embolia y trombosis agudas de venas no especificadas de extremidad superior, bilateral|D
I82.609|Embolia y trombosis agudas de venas no especificadas de extremidad superior no especificada|D
I82.611|Embolia y trombosis agudas de venas superficiales de extremidad superior derecha|D
I82.612|Embolia y trombosis agudas de venas superficiales de extremidad superior izquierda|D
I82.613|Embolia y trombosis agudas de venas superficiales de extremidad superior, bilateral|D
I82.619|Embolia y trombosis agudas de venas superficiales de extremidad superior no especificada|D
I82.621|Embolia y trombosis agudas de venas profundas de extremidad superior derecha|D
I82.622|Embolia y trombosis agudas de venas profundas de extremidad superior izquierda|D
I82.623|Embolia y trombosis agudas de venas profundas de extremidades superiores, bilateral|D
I82.629|Embolia y trombosis agudas de venas profundas de extremidad superior no especificada|D
