TEXTO;CORRECCION
sedan;sedar
lloran;llorar
demuestras;demostrar
sierro;serrar
fortificada;fortificar
pernoctan;pernoctar
pernoctaban;pernoctar
soleada;solear
presionadas;presionar
espolvoreadas;espolvorear
suspended;suspender
ventilada;ventilar
servidas;servir
sobrepasaron;sobrepasar
alternadas;alternar
sudo;sudar
rotulaban;rotular
amines;aminar
diseccionaron;diseccionar
sobreestimaban;sobreestimar
subestimaban;subestimar
incluid;incluir
sobreexpresadas;sobreexpresar
traspuso;trasponer
incubada;incubar
comparad;comparar
desionizada;desionizar
aportasen;aportar
inflamadas;inflamar
encerada;encerar
sobreestimaron;sobreestimar
insignares;insignar
cuantificaban;cuantificar
vertieron;verter
ofreces;ofrecer
calientan;calentar
humedecen;humedecer
secan;secar
avinagran;avinagrar
adicionada;adicionar
desmineralizada;desmineralizar
centrifugadas;centrifugar
manipularon;manipular
ingerid;ingerir
contribuyeran;contribuir
diga;decir
cocinada;cocinar
podridas;podrir
llevad;llevar
felicito;felicitar
domada;domar
erizada;erizar
ausas;ausar
declines;declinar
familiarizada;familiarizar
expandida;expandir
deshidratada;deshidratar
confesaban;confesar
recodificada;recodificar
mangues;mangar
revaloraron;revalorar
sobreestiman;sobreestimar
agrupo;agrupar
desayunaron;desayunar
cenan;cenar
cenaban;cenar
pasteurizadas;pasteurizar
amplificaron;amplificar
azucarada;azucarar
africanizada;africanizar
purifican;purificar
apon;aponer
embutidas;embutir
almacenaron;almacenar
troceadas;trocear
fluctuaron;fluctuar
calentaron;calentar
cursaran;cursar
incuban;incubar
filtraron;filtrar
liofilizaron;liofilizar
resuspendida;resuspender
adicionaron;adicionar
excretadas;excretar
estandarizan;estandarizar
subnutridas;subnutrir
fina;finar
adelgazaron;adelgazar
estabuladas;estabular
reunieran;reunir
orquestada;orquestar
dura;durar
trascritas;trascribir
cifraron;cifrar
prescriptas;prescribir
mineralizadas;mineralizar
cavan;cavar
mullen;mullir
almuerzan;almorzar
desangraron;desangrar
lees;leer
coincides;coincidir
interferidas;interferir
hospitalizad;hospitalizar
proporciono;proporcionar
represento;representar
aplico;aplicar
descongelaron;descongelar
cocinadas;cocinar
olvidaran;olvidar
ocurrieran;ocurrir
toes;toar
sutures;suturar
sobrepusieron;sobreponer
prescribes;prescribir
retrasplantada;retrasplantar
recaudada;recaudar
denotadas;denotar
redudan;redudar
concatenada;concatenar
canceres;cancerar
seguid;seguir
toan;toar
desembocasen;desembocar
perdigo;perdecir
reimplantaron;reimplantar
ligo;ligar
arrullan;arrullar
autorizaron;autorizar
gelificadas;gelificar
desnutren;desnutrir
nivelan;nivelar
desgrasada;desgrasar
proponed;proponer
proten;protener
granes;granar
desaconsejaran;desaconsejar
inten;intener
hidrolizadas;hidrolizar
elevas;elevar
migra;migrar
subdividieron;subdividir
diverges;divergir
migues;migar
preelaboradas;preelaborar
automatizadas;automatizar
redujeran;reducir
transpuesta;transponer
forradas;forrar
toleraran;tolerar
especificaron;especificar
normalizaran;normalizar
reverted;reverter
resides;residir
condujeran;conducir
amamantan;amamantar
asesoran;asesorar
influenciaron;influenciar
colectada;colectar
autoclavada;autoclavar
analisadas;analisar
bloco;blocar
anandan;anandar
agregaran;agregar
evaporaron;evaporar
desnatadas;desnatar
prensadas;prensar
asada;asar
asemejaron;asemejar
desecadas;desecar
anestesiaron;anestesiar
cachan;cachar
simularon;simular
cumplimentadas;cumplimentar
notificaban;notificar
congelaron;congelar
regeneraron;regenerar
digerida;digerir
hidrogenan;hidrogenar
encimes;encimar
cofinanciada;cofinanciar
olives;olivar
enfriadas;enfriar
germinada;germinar
irradiadas;irradiar
liofilizadas;liofilizar
suplementan;suplementar
ventoseo;ventosear
motiva;motivar
autolubricadas;autolubricar
mantuviesen;mantener
ayunadas;ayunar
amerman;amermar
fallaran;fallar
entreno;entrenar
valoraran;valorar
semicerrada;semicerrar
decantaban;decantar
tocaran;tocar
triangulo;triangular
ubico;ubicar
mediatizan;mediatizar
declinan;declinar
desglosaban;desglosar
contestasen;contestar
descalzan;descalzar
coinfectada;coinfectar
infestada;infestar
reinciden;reincidir
machaques;machacar
verses;versar
llenaron;llenar
consumiste;consumir
concordaron;concordar
llenada;llenar
alertada;alertar
punen;punir
enfocaban;enfocar
interrogadas;interrogar
profesada;profesar
pasman;pasmar
mata;matar
digitalizadas;digitalizar
vehiculizan;vehiculizar
modificasen;modificar
gano;ganar
evitaren;evitar
esclarecidas;esclarecer
modificaren;modificar
utilizaren;utilizar
escores;escorar
entregues;entregar
consumieren;consumir
reclasificada;reclasificar
desvinculadas;desvincular
incitaron;incitar
deslocalizadas;deslocalizar
legalizadas;legalizar
pedieron;peder
carezco;carecer
parcelada;parcelar
clonaron;clonar
reintroducida;reintroducir
arenan;arenar
serradas;serrar
yago;yacer
coadministran;coadministrar
neutralizadas;neutralizar
primes;primar
vences;vencer
ameritaron;ameritar
sangraron;sangrar
engordadas;engordar
correspondes;corresponder
infundidas;infundir
perfundida;perfundir
monitorizadas;monitorizar
predigerida;predigerir
objetivasen;objetivar
adujeron;aducir
deslindan;deslindar
tallan;tallar
autoevaluadas;autoevaluar
retiraran;retirar
pretratadas;pretratar
exhalada;exhalar
concienciada;concienciar
desgasificada;desgasificar
embotelladas;embotellar
emulsionadas;emulsionar
felicitada;felicitar
basculan;bascular
fermentan;fermentar
remodelan;remodelar
lesionaran;lesionar
occidentalizadas;occidentalizar
comportaran;comportar
precedes;preceder
intoleraban;intolerar
intoleran;intolerar
malabsorbida;malabsorber
malabsorbed;malabsorber
subrogan;subrogar
aclaman;aclamar
rediferencian;rediferenciar
desconjugan;desconjugar
reestablecen;reestablecer
inutilizan;inutilizar
anastomosan;anastomosar
destetaron;destetar
balan;balar
drenadas;drenar
retrayendo;retraer
ralladas;rallar
semiformadas;semiformar
arabian;arabiar
preseleccionadas;preseleccionar
inha;inhaber
remetidas;remeter
desnutrida;desnutrir
aatablas;aatablar
instituidas;instituir
alimentares;alimentar
segmentadas;segmentar
declino;declinar
providenciada;providenciar
resuspendieron;resuspender
bidestilada;bidestilar
despegadas;despegar
prescriptos;prescribir
mineralizaron;mineralizar
prescripto;prescribir
precocinada;precocinar
considerad;considerar
predigeridas;predigerir
acides;acidar
achilles;achillar
reboso;rebosar
denotaron;denotar
acumularon;acumular
reponen;reponer
oscurecida;oscurecer
incomes;incomer
oyesen;oír
evacuaron;evacuar
distorsionaban;distorsionar
evaluad;evaluar
patentada;patentar
defecan;defecar
exportaron;exportar
dificultasen;dificultar
tabularon;tabular
vaciaron;vaciar
convirtiesen;convertir
pene;penar
artigo;artigar
apreciaran;apreciar
restablecidas;restablecer
congelan;congelar
centrifugan;centrifugar
transvasan;transvasar
descolocadas;descolocar
testificaron;testificar
amparadas;amparar
rehabilitan;rehabilitar
colegia;colegiar
reesterifican;reesterificar
recolectadas;recolectar
molieron;moler
molidas;moler
participes;participar
devaluadas;devaluar
cotejadas;cotejar
costean;costear
corao;coraer
cultivares;cultivar
reagruparon;reagrupar
destiladas;destilar
infravaloradas;infravalorar
adicionaban;adicionar
descongelada;descongelar
cronometraron;cronometrar
detallaron;detallar
hierven;hervir
ahubo;ahaber
nutrieron;nutrir
ingirieran;ingerir
auditaron;auditar
auditadas;auditar
egresaron;egresar
dependieran;depender
embarazas;embarazar
padeciesen;padecer
calibraron;calibrar
prescripta;prescribir
iniciasen;iniciar
corrigieran;corregir
retuvo;retener
estrelladas;estrellar
reserves;reservar
granules;granular
pigmentadas;pigmentar
mimetizan;mimetizar
amore;amorar
recubiertas;recubrir
roo;roer
esbozan;esbozar
envolved;envolver
dificultaron;dificultar
consientes;consentir
asigno;asignar
prepagada;prepagar
particularizada;particularizar
dificulto;dificultar
superestimada;superestimar
biosen;biosar
almorzaban;almorzar
merendaban;merendar
trufadas;trufar
formaste;formar
desapareciste;desaparecer
dedicaste;dedicar
plantaste;plantar
dejaras;dejar
recalcularon;recalcular
beneficiasen;beneficiar
discriminadas;discriminar
atascan;atascar
llamasen;llamar
visada;visar
existes;existir
repasaban;repasar
mustie;mustiar
alimentaran;alimentar
facultada;facultar
facturada;facturar
anastomosadas;anastomosar
deshidrogenada;deshidrogenar
visionaron;visionar
exacerbaron;exacerbar
encuadraron;encuadrar
informatizadas;informatizar
acrecentada;acrecentar
acortadas;acortar
cuantifico;cuantificar
peroxides;peroxidar
acondicionaron;acondicionar
fortificadas;fortificar
incapacitaran;incapacitar
obligasen;obligar
estratificadas;estratificar
escolarizadas;escolarizar
supervisaron;supervisar
comentaran;comentar
miraran;mirar
lavaban;lavar
apareces;aparecer
estuvieses;estar
analizaran;analizar
atended;atender
hervidas;hervir
sobrenada;sobrenadar
bribes;bribar
raspo;raspar
prolongaran;prolongar
maquinas;maquinar
displaces;displacer
malean;malear
coagulo;coagular
sublites;sublitar
suplidas;suplir
picaban;picar
desgloso;desglosar
divariadas;divariar
adelgazan;adelgazar
repercutieran;repercutir
empeoradas;empeorar
autografiada;autografiar
alegadas;alegar
preincuban;preincubar
preincubadas;preincubar
pican;picar
oxidases;oxidar
pulverizaron;pulverizar
desangradas;desangrar
desacoplada;desacoplar
cuelgan;colgar
trazaran;trazar
reservaron;reservar
idean;idear
aleo;alear
procediesen;proceder
subclasifican;subclasificar
vidriada;vidriar
bloqueaban;bloquear
hincharon;hinchar
movilizadas;movilizar
subsanada;subsanar
comenzasen;comenzar
discriminaban;discriminar
cesaren;cesar
resines;resinar
loan;loar
cape;capar
venid;venir
desenvainad;desenvainar
trasladaran;trasladar
sobrepasada;sobrepasar
clasifico;clasificar
multiplico;multiplicar
resulto;resultar
azucares;azucarar
pudieses;poder
medran;medrar
prescribiesen;prescribir
urgen;urgir
olivan;olivar
lactaron;lactar
reagrupadas;reagrupar
proporcionasen;proporcionar
amamantaran;amamantar
terciaras;terciar
previeron;prever
privaran;privar
biovan;biovar
sellan;sellar
instauraban;instaurar
donaron;donar
capacitaron;capacitar
preguntasen;preguntar
readaptan;readaptar
aoran;aorar
autoreferida;autoreferir
autoreferidas;autoreferir
fraccionaban;fraccionar
cogieron;coger
ponderaron;ponderar
paliadas;paliar
autocompletaron;autocompletar
dinamizada;dinamizar
envasaron;envasar
irradiaron;irradiar
ultracentrifugada;ultracentrifugar
asuperaron;asuperar
administro;administrar
sobrealimentadas;sobrealimentar
engordaron;engordar
evaporada;evaporar
subestimaron;subestimar
obedecieron;obedecer
rehidrataron;rehidratar
cotejan;cotejar
preincubaron;preincubar
dividas;dividir
activad;activar
meas;mear
salieras;salir
intervinieran;intervenir
cotejaron;cotejar
esforzaban;esforzar
desadaptada;desadaptar
empobrecida;empobrecer
revolucionada;revolucionar
editan;editar
dimensionadas;dimensionar
espulgues;espulgar
promulgan;promulgar
plastificada;plastificar
designaran;designar
suplementen;suplementar
ajan;ajar
recolocaron;recolocar
cocinaban;cocinar
prolamines;prolaminar
tamizaron;tamizar
rotuladas;rotular
hidrolizaron;hidrolizar
disolvieron;disolver
sobrepasaran;sobrepasar
preservaron;preservar
malnutren;malnutrir
pilotadas;pilotar
substituyendo;substituir
adamo;adamar
minimizaron;minimizar
nutridas;nutrir
capacitadas;capacitar
autocalifican;autocalificar
encarrilada;encarrilar
trasvasada;trasvasar
dispersada;dispersar
regano;reganar
almorzaran;almorzar
almorzasen;almorzar
preven;prevenir
antilles;antillar
estratifico;estratificar
promediada;promediar
replicas;replicar
recomendasen;recomendar
robas;robar
entrenaban;entrenar
descongelaban;descongelar
identifico;identificar
gelatinizaron;gelatinizar
hidrataron;hidratar
gelatinizadas;gelatinizar
predesecada;predesecar
inoculadas;inocular
reconstituyeron;reconstituir
curran;currar
hidroperoxides;hidroperoxidar
notaron;notar
sobreregulada;sobreregular
interna;internar
adecuaban;adecuar
adjuntaron;adjuntar
manid;manir
flexionada;flexionar
torro;torrar
orla;orlar
semiinstitucionalizada;semiinstitucionalizar
evidencio;evidenciar
hospitalizan;hospitalizar
asistieran;asistir
indagaban;indagar
precocida;precocer
alternaron;alternar
desacertadas;desacertar
grapes;grapar
rices;rizar
gire;girar
granulada;granular
apersonas;apersonar
independizaron;independizar
fiscalizada;fiscalizar
espesada;espesar
escurrida;escurrir
empaquetada;empaquetar
friesen;freír
hidrogenada;hidrogenar
polimerizadas;polimerizar
fragmentan;fragmentar
galla;gallar
mamo;mamar
diagnosticaran;diagnosticar
decides;decidir
prepares;preparar
semiincorporada;semiincorporar
remontaron;remontar
cocieron;cocer
reajustaron;reajustar
intercalaban;intercalar
extrapolaran;extrapolar
degradaban;degradar
reutilizada;reutilizar
preconfiguradas;preconfigurar
supusieran;suponer
destacaran;destacar
valorizan;valorizar
valorizaban;valorizar
selecciono;seleccionar
recurridas;recurrir
ocultaran;ocultar
autoregistraron;autoregistrar
cifro;cifrar
intensan;intensar
desquitan;desquitar
licitas;licitar
sobreestimo;sobreestimar
desanimaron;desanimar
canalizasen;canalizar
atendieran;atender
trituraron;triturar
trituran;triturar
enjuagan;enjuagar
sortearon;sortear
escrutaron;escrutar
desead;desear
afianzaron;afianzar
otean;otear
perfiladas;perfilar
divides;dividir
evaluasen;evaluar
acidas;acidar
persistiesen;persistir
observasen;observar
autodeclarada;autodeclarar
vistieran;vestir
incoordinada;incoordinar
anastomosada;anastomosar
curve;curvar
ingestan;ingestar
homologues;homologar
rezagan;rezagar
arbitrada;arbitrar
doran;dorar
espesadas;espesar
desestimaran;desestimar
exuda;exudar
bujas;bugir
invaginan;invaginar
profundan;profundar
reportaran;reportar
reporto;reportar
rayada;rayar
homogeneizadas;homogeneizar
digirieron;digerir
contabilizaban;contabilizar
conciencian;concienciar
taparon;tapar
alegaron;alegar
autorellenaron;autorellenar
separo;separar
ulceran;ulcerar
olvides;olvidar
desaturases;desaturar
complicaban;complicar
nacieran;nacer
correlaciono;correlacionar
subestimadas;subestimar
omitidas;omitir
responsabilizada;responsabilizar
remarcadas;remarcar
vulnerada;vulnerar
debilitadas;debilitar
encimas;encimar
afrontada;afrontar
paule;paular
espigares;espigar
cribo;cribar
elaboro;elaborar
cambias;cambiar
rehogada;rehogar
sondan;sondar
popularizan;popularizar
surgid;surgir
publicitada;publicitar
insertasen;insertar
condensadas;condensar
matricularon;matricular
encomendasen;encomendar
promocionaban;promocionar
hospedan;hospedar
apelo;apelar
censan;censar
acondicionadas;acondicionar
embrazo;embrazar
cansadas;cansar
candas;candar
equipes;equipar
magnificas;magnificar
mordida;morder
paliaron;paliar
urbanizadas;urbanizar
zampe;zampar
pinteo;pintear
disbalanceada;disbalancear
desaprovechan;desaprovechar
salad;salar
autoperciben;autopercibir
remedies;remediar
medican;medicar
pregano;preganar
capturada;capturar
pacifico;pacificar
roes;roer
anotaran;anotar
municipalizada;municipalizar
recopilo;recopilar
salive;salivar
salivan;salivar
solventan;solventar
recorridas;recorrer
reconstituidas;reconstituir
promediadas;promediar
debilitaran;debilitar
caminadas;caminar
recostaran;recostar
relajaran;relajar
recabadas;recabar
desmitifican;desmitificar
ayunan;ayunar
innovan;innovar
promedian;promediar
jalan;jalar
intercepto;interceptar
autodeclaradas;autodeclarar
enrolada;enrolar
clasificasen;clasificar
desequilibras;desequilibrar
impelidas;impeler
autorizaban;autorizar
valgas;valer
capo;capar
desvio;desver
trasformadas;trasformar
acertaron;acertar
popularizo;popularizar
colectaron;colectar
conciliadas;conciliar
obturadas;obturar
iriso;irisar
cedieran;ceder
fluctuaban;fluctuar
estipuladas;estipular
finan;finar
quiebres;quebrar
implementaban;implementar
solucionaran;solucionar
arad;arar
reportasen;reportar
acapararon;acaparar
malinterpretadas;malinterpretar
preelaborada;preelaborar
municipalizadas;municipalizar
sobrepasaban;sobrepasar
excedidas;exceder
autoclavaron;autoclavar
enfriaron;enfriar
interceptaron;interceptar
recompuestos;recomponer
efectuaran;efectuar
ensambladas;ensamblar
hojaldrada;hojaldrar
amputadas;amputar
desparafinadas;desparafinar
enjuagaron;enjuagar
revaloradas;revalorar
identificasen;identificar
republicas;republicar
reaspases;reaspar
acreditan;acreditar
solidas;solidar
reunen;reunir
acostaron;acostar
encamadas;encamar
respetaran;respetar
aproximaban;aproximar
sobrevaloraban;sobrevalorar
orinaran;orinar
mides;medir
preimpresas;preimprimir
estandarizo;estandarizar
radicaban;radicar
recopilaran;recopilar
focalizaran;focalizar
bruce;bruzar
endulzada;endulzar
dudes;dudar
desregulan;desregular
maximizaron;maximizar
oves;ovar
restada;restar
subsidiadas;subsidiar
autogestionaron;autogestionar
acidifican;acidificar
rizada;rizar
acidificada;acidificar
indicad;indicar
bullo;bullir
transaminases;transaminar
detallaran;detallar
defecadas;defecar
prepuestos;preponer
barajaron;barajar
consultaran;consultar
taso;tasar
profundizada;profundizar
reflexionaron;reflexionar
ajusto;ajustar
secuenciaron;secuenciar
ahilada;ahilar
copies;copiar
secretaron;secretar
subcultivadas;subcultivar
diarrean;diarrear
puntuaran;puntuar
desinfectan;desinfectar
atempero;atemperar
remojan;remojar
resuspenden;resuspender
aprobaran;aprobar
aromatizadas;aromatizar
edulcoradas;edulcorar
suscribieron;suscribir
rolo;rolar
sirviesen;servir
arujo;arugir
triplico;triplicar
subutilizadas;subutilizar
sumaban;sumar
cumpliesen;cumplir
tallaron;tallar
centrifugo;centrifugar
interfirieran;interferir
contrabalanceada;contrabalancear
gradan;gradar
adecuad;adecuar
zullo;zullar
enfatizaran;enfatizar
subrogadas;subrogar
brindo;brindar
rehaz;rehacer
priorizaron;priorizar
ejercitaron;ejercitar
encuadraran;encuadrar
adjudicaban;adjudicar
modificas;modificar
exculpadas;exculpar
capturaron;capturar
autoinformadas;autoinformar
confluyeran;confluir
unifico;unificar
omitieron;omitir
espesan;espesar
machacan;machacar
enviasen;enviar
anexaron;anexar
disoteo;disotear
desecharan;desechar
empaquetan;empaquetar
pelaran;pelar
extractada;extractar
sobreestimaran;sobreestimar
infraestimaron;infraestimar
multiplicadas;multiplicar
infraestimaban;infraestimar
sobrestimaban;sobrestimar
plantada;plantar
transfirieran;transferir
subsanadas;subsanar
precargada;precargar
compra;comprar
verificaban;verificar
redisueltos;redisolver
ejercitada;ejercitar
lardes;lardar
trascritos;trascribir
partieran;partir
posicionadas;posicionar
descargadas;descargar
gastabas;gastar
redireccionaban;redireccionar
enjuagaban;enjuagar
desglosadas;desglosar
autodeclararon;autodeclarar
involucrasen;involucrar
semidirigida;semidirigir
responsabilizaron;responsabilizar
homogeneizan;homogeneizar
talladas;tallar
autoevaluaron;autoevaluar
autoreportada;autoreportar
cegada;cegar
escames;escamar
carbonatada;carbonatar
refrigeraron;refrigerar
subutilizada;subutilizar
degustaron;degustar
bailaron;bailar
publicitaran;publicitar
autorizasen;autorizar
purgaban;purgar
pulverizas;pulverizar
moldeaban;moldear
secaban;secar
equipararon;equiparar
compensaron;compensar
aguillo;aguillar
cofirmada;cofirmar
recontadas;recontar
fusionaron;fusionar
acuciada;acuciar
rezago;rezagar
guardaran;guardar
relevaron;relevar
estranguladas;estrangular
evaporan;evaporar
parearon;parear
flexibilizan;flexibilizar
acusaran;acusar
ostento;ostentar
bullen;bullir
firmasen;firmar
recuperasen;recuperar
incites;incitar
marche;marchar
pesco;pescar
desnudaran;desnudar
igualaban;igualar
azucaras;azucarar
oran;orar
recalcan;recalcar
trepo;trepar
cavada;cavar
pilotada;pilotar
drogan;drogar
deriva;derivar
indagaron;indagar
consideraras;considerar
subdiagnosticada;subdiagnosticar
testaron;testar
descargada;descargar
collega;collegar
orne;ornar
balo;balar
discriminaron;discriminar
contradijeron;contradecir
promediaban;promediar
incluyesen;incluir
desplomaron;desplomar
autoconsumieron;autoconsumir
infectaran;infectar
sonaron;sonar
exportaban;exportar
variasen;variar
aclararon;aclarar
bateada;batear
abstuvieran;abstener
pedalearon;pedalear
giba;gibar
enflaquecidas;enflaquecer
ofreciesen;ofrecer
comiesen;comer
raja;rajar
preevaluada;preevaluar
cronometradas;cronometrar
inclinadas;inclinar
mensurada;mensurar
digitalizaron;digitalizar
desentrenadas;desentrenar
autodiligenciada;autodiligenciar
leyesen;leer
consultasen;consultar
autodeterminadas;autodeterminar
programaban;programar
presupusieron;presuponer
garantizaran;garantizar
vicho;vichar
vacunaron;vacunar
vacunan;vacunar
verbalizaron;verbalizar
subrogada;subrogar
diligenciaron;diligenciar
autoreportadas;autoreportar
agredo;agredir
levantaras;levantar
acostaras;acostar
chillan;chillar
delimito;delimitar
validad;validar
olivada;olivar
freso;fresar
juntasen;juntar
conserves;conservar
inervada;inervar
comeran;comerar
tallada;tallar
aunaban;aunar
atrasadas;atrasar
consensuan;consensuar
degrades;degradar
trasportan;trasportar
solaparan;solapar
diseccionan;diseccionar
direccionadas;direccionar
exceded;exceder
erigidas;erigir
reorganizaron;reorganizar
instruyen;instruir
informas;informar
troqueladas;troquelar
demoradas;demorar
planifico;planificar
interviniesen;intervenir
aceptasen;aceptar
autoclasifican;autoclasificar
maltrataban;maltratar
exteriorizaban;exteriorizar
recababan;recabar
agreden;agredir
preseleccionada;preseleccionar
saturaban;saturar
significaran;significar
acentuaban;acentuar
congregan;congregar
necesitaras;necesitar
avanzaran;avanzar
diversificadas;diversificar
encauzada;encauzar
acechada;acechar
acechadas;acechar
egresaban;egresar
replicaran;replicar
despojan;despojar
anticiparon;anticipar
analizasen;analizar
afrontaran;afrontar
peco;pecar
visualizaban;visualizar
recordaron;recordar
imputan;imputar
pronosticada;pronosticar
imputadas;imputar
insesgadas;insesgar
autofocalizada;autofocalizar
contrabalanceadas;contrabalancear
imputaron;imputar
listaron;listar
categorizaban;categorizar
cova;coir
calificasen;calificar
seleccionasen;seleccionar
autoevaluaran;autoevaluar
autoevaluada;autoevaluar
interfiriesen;interferir
llamad;llamar
ceban;cebar
escolarizaban;escolarizar
testaban;testar
dormitan;dormitar
amotivan;amotivar
aprendo;aprender
describiesen;describir
mediaban;mediar
dimino;diminar
predijeran;predecir
optimizaran;optimizar
secuenciada;secuenciar
automatizan;automatizar
penalizadas;penalizar
desembocaran;desembocar
valoras;valorar
desalientan;desalentar
infringen;infringir
roban;robar
materializan;materializar
cohibida;cohibir
contrabalanceo;contrabalancear
replicaron;replicar
reescribieron;reescribir
juzgaran;juzgar
juzgo;juzgar
decodifican;decodificar
reinares;reinar
reintegran;reintegrar
sobreenvueltos;sobreenvolver
concertaron;concertar
relajadas;relajar
sufragan;sufragar
piran;pirar
indicasen;indicar
matriculada;matricular
desistieron;desistir
pallan;pallar
escotadas;escotar
demarcan;demarcar
autoseleccionada;autoseleccionar
pautaran;pautar
suicidadas;suicidar
depuraron;depurar
gastas;gastar
escribieran;escribir
clarificaban;clarificar
aventajaban;aventajar
introduzco;introducir
desaprovecho;desaprovechar
concentro;concentrar
autorregulada;autorregular
captures;capturar
fundidas;fundir
equilibro;equilibrar
importo;importar
aunada;aunar
deseco;desecar
debiesen;deber
fungen;fungir
sopesan;sopesar
meto;meter
operas;operar
incondicionadas;incondicionar
interfirieron;interferir
contrarrestaran;contrarrestar
activaron;activar
funcionaran;funcionar
apagaran;apagar
optimizaron;optimizar
apareaban;aparear
manipulaban;manipular
extreman;extremar
calibradas;calibrar
coadyuvaron;coadyuvar
hospedada;hospedar
descuidaron;descuidar
suplieron;suplir
brillaron;brillar
tributan;tributar
abarrotadas;abarrotar
generasen;generar
llenaban;llenar
embargan;embargar
frenaran;frenar
atemorizada;atemorizar
presenciadas;presenciar
premeditadas;premeditar
cohabitaban;cohabitar
cuestiono;cuestionar
asfixiada;asfixiar
pernoctaron;pernoctar
devolvieran;devolver
perpetrada;perpetrar
acomodan;acomodar
indicen;indecir
mediaran;mediar
presumes;presumir
inmunizan;inmunizar
coocurren;coocurrir
suscitaran;suscitar
cargaban;cargar
persuadidas;persuadir
retraducida;retraducir
avares;avarar
mediad;mediar
recordasen;recordar
autoinforman;autoinformar
interpretaran;interpretar
coactivan;coactivar
reubicadas;reubicar
preactivan;preactivar
excuses;excusar
reciprocas;reciprocar
lea;leer
aglutinaron;aglutinar
autoreconocida;autoreconocer
moderaban;moderar
autoincentivada;autoincentivar
preocupo;preocupar
predictas;predictar
transpuestos;transponer
silabas;silabar
pulsan;pulsar
ensamblan;ensamblar
autosostenida;autosostener
codeterminan;codeterminar
codeterminaran;codeterminar
autoreferenciada;autoreferenciar
abundaran;abundar
correlacionas;correlacionar
antojan;antojar
aparearon;aparear
inapropia;inapropiar
repitieran;repetir
denotaran;denotar
validasen;validar
preminen;preminar
carpen;carpir
disuadidas;disuadir
colaboro;colaborar
amenazo;amenazar
afinadas;afinar
semirestringida;semirestringir
semiespecificadas;semiespecificar
violaran;violar
autodescompone;autodescomponer
reestiman;reestimar
rotaron;rotar
semiespecificada;semiespecificar
autoaplicadas;autoaplicar
redistribuyeron;redistribuir
reanalizadas;reanalizar
numeraban;numerar
verificaran;verificar
hiriesen;herir
autodirigida;autodirigir
interactuaran;interactuar
conecto;conectar
correspondidas;corresponder
respondas;responder
desatenuada;desatenuar
desatenuadas;desatenuar
percurso;percursar
explicitaran;explicitar
consistieran;consistir
cooperaban;cooperar
intermediada;intermediar
bajes;bajar
calibraran;calibrar
impactaran;impactar
configuraran;configurar
protocolas;protocolar
cosco;coscar
atrajeran;atraer
substrayendo;substraer
preload;preloar
ofenden;ofender
ridiculizan;ridiculizar
rompo;romper
abusadas;abusar
pactaron;pactar
politizadas;politizar
cohan;cohaber
pulsaran;pulsar
fijasen;fijar
redactaran;redactar
aprendiste;aprender
anidadas;anidar
pronosticadas;pronosticar
interceptada;interceptar
figura;figurar
contuvieron;contener
aproximaron;aproximar
descompuso;descomponer
arman;armar
gratificada;gratificar
correlacionad;correlacionar
autocentradas;autocentrar
contrarrestaban;contrarrestar
interrumpo;interrumpir
arrebatan;arrebatar
refinaron;refinar
cursasen;cursar
peleo;pelear
predominaran;predominar
asfaltadas;asfaltar
experimentasen;experimentar
cumplimentasen;cumplimentar
agravaran;agravar
perpetran;perpetrar
reajustan;reajustar
decepcionadas;decepcionar
adelantan;adelantar
fumes;fumar
segmentan;segmentar
resfriada;resfriar
apostada;apostar
afinan;afinar
devolviesen;devolver
copiaran;copiar
navegaron;navegar
computaron;computar
tropiezan;tropezar
iteran;iterar
convivo;convivir
juzgasen;juzgar
desmotivan;desmotivar
revelo;revelar
abarco;abarcar
piloteada;pilotear
consto;constar
verifico;verificar
opto;optar
amonestada;amonestar
valorizada;valorizar
desisten;desistir
posponen;posponer
turnes;turnar
reciproco;reciprocar
humilladas;humillar
ahorras;ahorrar
semipriva;semiprivar
llagan;llagar
descuerdo;descordar
autovalorada;autovalorar
ampliaran;ampliar
trasformaron;trasformar
brindas;brindar
canjeadas;canjear
asentaron;asentar
laminas;laminar
pluralizaron;pluralizar
difirieran;diferir
autocultivan;autocultivar
autocultivaban;autocultivar
autocorrigieron;autocorregir
fallaban;fallar
deducidas;deducir
afilian;afiliar
descentralizadas;descentralizar
descentralizaron;descentralizar
propulsadas;propulsar
invirtieran;invertir
desincentivan;desincentivar
ratificadas;ratificar
instrumentaron;instrumentar
sopesadas;sopesar
subsidies;subsidiar
salaries;salariar
circundan;circundar
liquidaron;liquidar
remuneran;remunerar
desprestigiadas;desprestigiar
financiaran;financiar
graduaron;graduar
programaran;programar
reflexionaban;reflexionar
climatizadas;climatizar
guiasen;guiar
fascinan;fascinar
autoprescrita;autoprescribir
autopercibieron;autopercibir
autoprescritos;autoprescribir
autoprescritas;autoprescribir
autoprescrito;autoprescribir
consultes;consultar
bagan;bagar
personalizan;personalizar
desautorizadas;desautorizar
arruada;arruar
retribuyen;retribuir
recompensan;recompensar
disiparan;disipar
salpicada;salpicar
felicitas;felicitar
sustanciada;sustanciar
distribuyeran;distribuir
duchaban;duchar
enlazaron;enlazar
recicladas;reciclar
pulidas;pulir
clavaban;clavar
hojean;hojear
implicasen;implicar
averted;averter
