TEXTO;CORRECCION
cigarrillos;cigarrillo
factores;factor
causas;causa
espasmos;espasmo
síntomas;síntoma
agentes;agente
cambios;cambio
enzimas;enzima
exámenes;examen
eventos;evento
nitratos;nitrato
canales;canal
betabloqueantes;betabloqueante
arterias;arteria
células;célula
episodios;episodio
minutos;minuto
demandas;demanda
precauciones;precaución
veces;vez
dolores;dolor
características;característica
hallazgos;hallazgo
requerimientos;requerimiento
venas;vena
piernas;pierna
contraindicaciones;contraindicación
estímulos;estímulo
evidencias;evidencia
beneficios;beneficio
discapacidades;discapacidad
medicamentos;medicamento
vasodilatadores;vasodilatador
inhibidores;inhibidor
ácidos;ácido
carbohidratos;carbohidrato
condiciones;condición
casos;caso
cadenas;cadena
donantes;donante
gráficas;gráfica
vídeos;vídeo
noticias;noticia
foros;foro
lesiones;lesión
complicaciones;complicación
finales;final
sistemas;sistema
resultados;resultado
ensayos;ensayo
técnicas;técnica
perfiles;perfil
anatomías;anatomía
vasos;vaso
operaciones;operación
notas;nota
definiciones;definición
capilares;capilar
ganglios;ganglio
órganos;órgano
tejidos;tejido
placas;placa
elementos;elemento
leucocitos;leucocito
glóbulos;glóbulo
eritrocitos;eritrocito
plaquetas;plaqueta
pigmentos;pigmento
conductos;conducto
nutrientes;nutriente
aminoácidos;aminoácido
electrolitos;electrolito
gases;gas
hormonas;hormona
desechos;desecho
riñones;riñón
pulmones;pulmón
tipos;tipo
anélidos;anélido
cefalópodos;cefalópodo
vertebrados;vertebrado
mecanismos;mecanismo
artrópodos;artrópodo
arañas;araña
insectos;insecto
moluscos;molusco
caracoles;caracol
almejas;almeja
animales;animal
corazones;corazón
seres;ser
cámaras;cámara
aves;ave
circuitos;circuito
ramas;rama
cavas;cava
troncos;tronco
alveolares;alveolar
cavidades;cavidad
sinusoides;sinusoide
bombas;bomba
aurículas;aurícula
ventrículos;ventrículo
peces;pez
branquias;branquia
reptiles;reptil
sangres;sangre
formas;forma
cocodrilos;cocodrilo
componentes;componente
litros;litro
alimentos;alimento
brazos;brazo
normales;normal
atrios;atrio
nervios;nervio
millones;millón
segundos;segundo
partes;parte
términos;término
generales;general
cantidades;cantidad
frutas;fruto
verduras;verdura
frituras;fritura
masters;master
razones;razón
anomalías;anomalía
zonas;zona
impulsos;impulso
taquiarritmias;taquiarritmia
arritmias;arritmia
criterios;criterio
contracciones;contracción
cardíacos;cardiaco
signos;signo
drogas;droga
bloqueos;bloqueo
palpitaciones;palpitación
asociadas;asociado
ejemplos;ejemplo
trombos;trombo
desmayos;desmayo
ocasiones;ocasión
subcategorías;subcategoría
conducciones;conducción
taquicardias;taquicardia
ondas;onda
maniobras;maniobra
orígenes;origen
muestras;muestra
configuraciones;configuración
intervalos;intervalo
amplitudes;amplitud
estructuras;estructura
consecuencias;consecuencia
atletas;atleta
bradicardias;bradicardia
pausas;pausa
fibras;fibra
despolarizaciones;despolarización
extrasístoles;extrasístole
figuras;figura
arteriolas;arteriola
ateromas;ateroma
volúmenes;volumen
valores;valor
dislipemias;dislipemia
límites;límite
alteraciones;alteración
familiares;familiar
niveles;nivel
ataques;ataque
infecciones;infección
paredes;pared
personas;persona
investigaciones;investigación
estrógenos;estrógeno
grupos;grupo
macrófagos;macrófago
lípidos;lípido
extremidades;extremidad
adultos;adulto
capas;capa
patologías;patología
demencias;demencia
localizaciones;localización
investigadores;investigador
científicos;científico
japoneses;japonés
problemas;problema
sustancias;sustancia
estrechamientos;estrechamiento
engrosamientos;engrosamiento
palabras;palabra
dudas;duda
ésteres;éster
parches;parche
afectados;afectado
internas;interno
estadios;estadio
sociedades;sociedad
categorías;categoría
tasas;tasa
daños;daño
genéticas;genética
genes;gen
lipoproteínas;lipoproteína
aceites;aceite
vegetales;vegetal
margarinas;margarina
fuerzas;fuerza
tratamientos;tratamiento
derrames;derrame
accidentes;accidente
dientes;diente
bacterias;bacteria
diferencias;diferencia
polimorfismos;polimorfismo
métodos;método
anormalidades;anormalidad
asociados;asociado
sucesos;suceso
agresores;agresor
desgarros;desgarro
concentraciones;concentración
monocitos;monocito
partículas;partícula
toxinas;toxina
perturbaciones;perturbación
orificios;orificio
sitios;sitio
apoproteínas;apoproteína
complejos;complejo
especies;especie
receptores;receptor
fagocitos;fagocito
citoquinas;citoquina
anticuerpos;anticuerpo
miembros;miembro
hábitos;hábito
coágulos;coágulo
recomendaciones;recomendación
avances;avance
críticos;crítico
cois;coi
estilos;estilo
moléculas;molécula
sales;sal
triglicéridos;triglicérido
lipasas;lipasa
heces;hez
cálculos;cálculo
vías;vía
fallos;fallo
intermitentes;intermitente
farmacias;farmacia
filamentos;filamento
puntos;punto
discos;disco
segmentos;segmento
metros;metro
músculos;músculo
flechas;flecha
ms;milisegundo
pulsos;pulso
toques;toque
jóvenes;joven
cardiopatías;cardiopatía
miocardiopatías;miocardiopatía
mortales;mortal
intervenciones;intervención
antidepresivos;antidepresivo
milisegundos;milisegundo
derivaciones;derivación
fuentes;fuente
efectos;efecto
países;país
embolias;embolia
estados;estado
días;día
grados;grado
escaleras;escalera
esfuerzos;esfuerzo
ciclos;ciclo
teorías;teoría
recursos;recurso
semanas;semana
observaciones;observación
varones;varón
coronariopatías;coronariopatía
remedios;remedio
infartos;infarto
dichos;dicho
clínicas;clínica
aportes;aporte
náuseas;náusea
vómitos;vómito
necesidades;necesidad
trasplantes;trasplante
abbas;abba
finalidades;finalidad
usos;uso
cosas;cosa
aneurismas;aneurisma
obstrucciones;obstrucción
presiones;presión
válvulas;válvula
valvulopatías;valvulopatía
catéteres;catéter
instrumentos;instrumento
electrodos;electrodo
malformaciones;malformación
dominios;dominio
aproximaciones;aproximación
cirujanos;cirujano
gracias;gracia
trabajos;trabajo
meses;mes
modificaciones;modificación
miles;mil
reparaciones;reparación
limitaciones;limitación
fracasos;fracaso
diseños;diseño
rediseños;rediseño
burbujas;burbuja
dólares;dólar
ovinos;ovino
temperaturas;temperatura
manos;mano
agujeros;agujero
cirugías;cirugía
defectos;defecto
déficits;déficit
editores;editor
variedades;variedad
cojines;cojín
datos;dato
dispositivos;dispositivo
propiedades;propiedad
nacimientos;nacimiento
manifestaciones;manifestación
ruidos;ruido
etapas;etapa
comunicaciones;comunicación
gramos;gramo
lados;lado
laterales;lateral
bajas;baja
prolongaciones;prolongación
tensores;tensor
proyecciones;proyección
valvas;valva
semilunares;semilunar
miofibrillas;miofibrilla
raíces;raíz
plexos;plexo
proteínas;proteína
pasos;paso
funciones;función
sensores;sensor
frecuencias;frecuencia
glándulas;glándula
sonidos;sonido
cifras;cifra
descompensaciones;descompensación
agravamientos;agravamiento
periódicos;periódico
soplos;soplo
hertzios;hercio
turbulencias;turbulencia
fines;fin
ultrasonidos;ultrasonido
imágenes;imagen
radiaciones;radiación
ventajas;ventaja
rayos;rayo
ostiolos;ostiolo
divisiones;división
porciones;porción
comunicados;comunicado
procedencias;procedencia
toneladas;tonelada
colas;cola
marcos;marco
is;i
frases;frase
émbolos;émbolo
lugares;lugar
dimensiones;dimensión
golpes;golpe
desórdenes;desorden
hernias;hernia
caninos;canino
tumores;tumor
razas;raza
pastores;pastor
alemanes;alemán
bernardos;bernardo
terranovas;terranova
efusiones;efusión
movimientos;movimiento
perros;perro
gatos;gato
domésticos;doméstico
paros;paro
equipos;equipo
aparatos;aparato
instrucciones;instrucción
compresiones;compresión
enfermeros;enfermero
hospitales;hospital
centros;centro
insuflaciones;insuflación
ojos;ojo
proyectos;proyecto
aeropuertos;aeropuerto
instalaciones;instalación
casinos;casino
colegios;colegio
institutos;instituto
universidades;universidad
clubes;club
asociaciones;asociación
paradas;parada
muertes;muerte
mantenimientos;mantenimiento
normativas;normativa
cardicacos;cardicaco
comunidades;comunidad
conocimientos;conocimiento
butifarras;butifarra
unidades;unidad
descendientes;descendiente
deportistas;deportista
formaciones;formación
dilataciones;dilatación
patrones;patrón
desvanecimientos;desvanecimiento
descargas;descarga
terapias;terapia
niños;niño
circunstancias;circunstancia
niñas;niño
bebés;bebé
madres;madre
radiografías;radiografía
prostaglandinas;prostaglandina
costillas;costilla
inicios;inicio
modos;modo
planos;plano
ejes;eje
territorios;territorio
isquemias;isquemia
modalidades;modalidad
compuertas;compuerta
reflujos;reflujo
sueros;suero
microburbujas;microburbuja
insuficiencias;insuficiencia
señales;señal
cateterismos;cateterismo
indicaciones;indicación
derivadas;derivada
traumatismos;traumatismo
encías;encía
parámetros;parámetro
aplicaciones;aplicación
posibilidades;posibilidad
actividades;actividad
regiones;región
fenómenos;fenómeno
respuestas;respuesta
electrocardiogramas;electrocardiograma
empleadas;empleado
implantaciones;implantación
comisuras;comisura
gruesas;gruesa
nativas;nativo
vegetaciones;vegetación
microcolonias;microcolonia
microorganismos;microorganismo
implantes;implante
afecciones;afección
microbios;microbio
habitantes;habitante
estadísticas;estadística
septos;septo
tabiques;tabique
barreras;barrera
manipulaciones;manipulación
hongos;hongo
portales;portal
estafilococos;estafilococo
pseudomonas;pseudomono
gérmenes;germen
inmunocomplejos;inmunocomplejo
superficies;superficie
estreptococos;estreptococo
escalofríos;escalofrío
mialgias;mialgia
artralgias;artralgia
pies;pie
manchas;mancha
palmas;palma
plantas;planta
nódulos;nódulo
dedos;dedo
eminencias;eminencia
uñas;uña
hemorragias;hemorragia
astillas;astilla
petequias;petequia
puntas;punta
tomas;toma
neoplasmas;neoplasma
cultivos;cultivo
masas;masa
nodos;nodo
abscesos;absceso
secuelas;secuela
revisiones;revisión
sondas;sonda
normas;norma
precipitaciones;precipitación
neutrófilos;neutrófilo
esteroides;esteroide
hileras;hilera
histiocitos;histiocito
medicaciones;medicación
consejos;consejo
adiciones;adición
índices;índice
hojas;hoja
idiomas;idioma
neurólogos;neurólogo
radiólogos;radiólogo
especialidades;especialidad
crecientes;creciente
biomarcadores;biomarcador
décadas;década
aortas;aorta
infantes;infante
adolescentes;adolescente
campos;campo
cientos;ciento
artículos;artículo
siglas;sigla
espacios;espacio
calcificaciones;calcificación
hendiduras;hendidura
estertores;estertor
murmullos;murmullo
opciones;opción
clases;clase
puntuaciones;puntuación
epidemias;epidemia
hospitalizaciones;hospitalización
costes;coste
tratados;tratado
recurrencias;recurrencia
previos;previo
implicaciones;implicación
copas;copa
probabilidades;probabilidad
mutaciones;mutación
mareos;mareo
períodos;período
entidades;entidad
conclusiones;conclusión
enfoques;enfoque
estrategias;estrategia
asignados;asignado
guías;guía
iones;ion
temas;tema
corrientes;corriente
ritmos;ritmo
comparativos;comparativo
alternativas;alternativa
depósitos;depósito
cardioselectivos;cardioselectivo
glucósidos;glucósido
agujas;aguja
sensaciones;sensación
publicaciones;publicación
servicios;servicio
negros;negro
fases;fase
clasificaciones;clasificación
lecturas;lectura
visitas;visita
sujetos;sujeto
glucocorticoides;glucocorticoide
nefropatías;nefropatía
endocrinopatías;endocrinopatía
profesiones;profesión
tercios;tercio
manejos;manejo
variaciones;variación
fenotipos;fenotipo
puestos;puesto
candidatos;candidato
cruces;cruz
nefronas;nefrona
parientes;pariente
padres;padre
hermanos;hermano
hijos;hijo
comorbilidades;comorbilidad
ergotaminas;ergotamina
alergias;alergia
intolerancias;intolerancia
acúfenos;acúfeno
medios;medio
esfigmomanómetros;esfigmomanómetro
errores;error
tallas;talla
manguitos;manguito
mediciones;medición
conceptos;concepto
tensiómetros;tensiómetro
marcas;marca
instituciones;institución
exploraciones;exploración
tegumentos;tegumento
crestas;cresta
dichas;dicha
oftalmólogos;oftalmólogo
yugulares;yugular
frémitos;frémito
pulsaciones;pulsación
redes;red
pupilas;pupila
expertos;experto
propósitos;propósito
ciencias;ciencia
mapas;mapa
subdisciplinas;subdisciplina
vistas;vista
huesos;hueso
imanes;imán
núcleos;núcleo
teslas;tesla
bloques;bloque
debates;debate
protocolos;protocolo
articulaciones;articulación
principios;principio
isótopos;isótopo
radiofármacos;radiofármaco
desintegraciones;desintegración
transformaciones;transformación
digitales;digital
programas;programa
paquetes;paquete
prácticos;práctico
macros;macro
cabezales;cabezal
ángulos;ángulo
algoritmos;algoritmo
positrones;positrón
muestreos;muestreo
colimadores;colimador
fotones;fotón
coincidencias;coincidencia
pérdidas;pérdida
incidencias;incidencia
correcciones;corrección
capacidades;capacidad
fracturas;fractura
polvos;polvo
perpendiculares;perpendicular
tecnólogos;tecnólogo
logros;logro
herramientas;herramienta
filtros;filtro
consolas;consola
funcionalidades;funcionalidad
reconstrucciones;reconstrucción
comienzos;comienzo
objetos;objeto
tonalidades;tonalidad
desarrollos;desarrollo
haces;haz
voltajes;voltaje
energías;energía
parecidos;parecido
acústicas;acústica
megahercios;megahercio
escáneres;escáner
detalles;detalle
electrones;electrón
orgánulos;orgánulo
tareas;tarea
salidas;salida
modelos;modelo
gemelas;gemelo
rutinas;rutina
maneras;manera
ingenieros;ingeniero
fabricantes;fabricante
descuentos;descuento
equipamientos;equipamiento
tubos;tubo
ordenadores;ordenador
materiales;material
invenciones;invención
descubrimientos;descubrimiento
máquinas;máquina
átomos;átomo
intensidades;intensidad
momentos;momento
direcciones;dirección
vectores;vector
sentidos;sentido
leyes;ley
radiofrecuencias;radiofrecuencia
bobinas;bobina
gradientes;gradiente
posiciones;posición
acumulaciones;acumulación
conductores;conductor
quemaduras;quemadura
espines;espín
proximidades;proximidad
exposiciones;exposición
disposiciones;disposición
trabajadores;trabajador
magnitudes;magnitud
iguales;igual
gobiernos;gobierno
agencias;agencia
sons;son
materials;material
demoras;demora
vidas;vida
sinónimos;sinónimo
hombros;hombro
pastillas;pastilla
suturas;sutura
subtipos;subtipo
estrías;estría
linfocitos;linfocito
bandas;banda
oídas;oída
explicaciones;explicación
trazos;trazo
regulaciones;regulación
incrementos;incremento
rodillas;rodilla
ventanas;ventana
retrasos;retraso
presentaciones;presentación
nasales;nasal
ampollas;ampolla
emergencias;emergencia
abordajes;abordaje
segundas;segunda
desafíos;desafío
mililitros;mililitro
chorros;chorro
pistolazos;pistola
solos;solo
umbrales;umbral
controversias;controversia
revaluaciones;revaluación
costos;costo
caminatas;caminata
evaluaciones;evaluación
dificultades;dificultad
lineamientos;lineamiento
cargas;carga
excesos;exceso
inflamaciones;inflamación
túbulos;túbulo
etiologías;etiología
fluidos;fluido
líneas;línea
ingresos;ingreso
kilos;kilo
ejercicios;ejercicio
aletas;aleta
prolapsos;prolapso
tendones;tendón
conectores;conector
tolerancias;tolerancia
cordones;cordón
carcinoides;carcinoide
edemas;edema
conexiones;conexión
baterías;batería
experimentos;experimento
voltios;voltio
reportes;reporte
controles;control
cables;cable
ballenas;ballena
doctores;doctor
dolencias;dolencia
jaques;jaque
compañías;compañía
radioisótopos;radioisótopo
celdas;celda
energéticas;energética
relieves;relieve
láminas;lámina
neuronas;neurona
subconjuntos;subconjunto
ramificaciones;ramificación
soluciones;solución
cardiomiopatías;cardiomiopatía
laboratorios;laboratorio
probandos;probando
descubiertos;descubierto
alelos;alelo
nucleótidos;nucleótido
senos;seno
ligamentos;ligamento
reflexiones;reflexión
caderas;cadera
ramos;ramo
malfuncionamientos;malfuncionamiento
tobillos;tobillo
radionúclidos;radionúclido
corticosteroides;corticosteroide
adherencias;adherencia
cicatrizaciones;cicatrización
números;número
cápsulas;cápsula
milímetros;milímetro
obispos;obispo
abades;abad
pezones;pezón
autopsias;autopsia
cromosomas;cromosoma
mucopolisacáridos;mucopolisacárido
deformidades;deformidad
ecocardiografías;ecocardiografía
descripciones;descripción
disfunciones;disfunción
velos;velo
diarios;diario
embolismos;embolismo
trombas;tromba
biopsias;biopsia
mestizos;mestizo
arañazos;arañazo
mordeduras;mordedura
periodos;periodo
tiempos;tiempo
ionizaciones;ionización
salicilatos;salicilato
cualidades;cualidad
nutricionistas;nutricionista
psicólogos;psicólogo
fisioterapeutas;fisioterapeuta
lenguas;lengua
vínculos;vínculo
encargados;encargado
rehabilitadores;rehabilitador
enfermeras;enfermero
relaciones;relación
capítulos;capítulo
sesiones;sesión
secciones;sección
bases;base
libros;libro
autores;autor
dietéticas;dietética
claras;clara
juegos;juego
psicoterapeutas;psicoterapeuta
entrenadores;entrenador
declaraciones;declaración
cardiópatas;cardiópata
síndromes;síndrome
centésimas;centésima
síncopes;síncope
telemetrías;telemetría
cardioactivos;cardioactivo
cardioinhibitorias;cardioinhibitoria
neoplasias;neoplasia
apéndices;apéndice
centímetros;centímetro
cartílagos;cartílago
morfologías;morfología
minúsculas;minúscula
caminos;camino
globos;globo
contras;contra
medicinas;medicina
notables;notable
atenas;atena
cuevas;cueva
afectos;afecto
vertientes;vertiente
neurotransmisores;neurotransmisor
selectivos;selectivo
terminaciones;terminación
acciones;acción
agonistas;agonista
distonías;distonía
colinérgicos;colinérgico
facultades;facultad
fichas;ficha
lecciones;lección
contribuciones;contribución
empresas;empresa
várices;várice
retirados;retirado
kilogramos;kilogramo
inclemencias;inclemencia
alturas;altura
alcaloides;alcaloide
infusiones;infusión
elixires;elixir
cristales;cristal
fosas;fosa
anfetaminas;anfetamina
piedrecitas;piedrecita
pipas;pipa
amazonas;amazona
preparaciones;preparación
piedras;piedra
álcalis;álcali
carbonatos;carbonato
solventes;solvente
membranas;membrana
picos;pico
fumadas;fumada
arbustos;arbusto
intelectuales;intelectual
virtudes;virtud
soldados;soldado
informes;informe
ranas;rana
conferencias;conferencia
rastras;rastra
opiniones;opinión
sueños;sueño
extractos;extracto
miligramos;miligramo
refrescos;refresco
organismos;organismo
aspiraciones;aspiración
siglos;siglo
noches;noche
convulsiones;convulsión
temblores;temblor
alucinaciones;alucinación
expectativas;expectativa
placeres;placer
ilusiones;ilusión
instintos;instinto
experiencias;experiencia
reforzantes;reforzante
moscas;mosca
gusanos;gusano
cangrejos;cangrejo
conductas;conducta
ratones;ratón
bruselas;brusela
dendritas;dendrita
espinas;espina
auditivos;auditivo
peligros;peligro
inexpertos;inexperto
gratificaciones;gratificación
emociones;emoción
vacíos;vacío
líderes;líder
reglas;regla
intereses;interés
representaciones;representación
familias;familia
mitocondrias;mitocondria
subunidades;subunidad
isoenzimas;isoenzima
cofactores;cofactor
rangos;rango
alambres;alambre
letras;letra
deflexiones;deflexión
derechos;derecho
velocidades;velocidad
aniones;anión
ricas;rico
cintas;cinta
polos;polo
correspondientes;correspondiente
milivoltios;milivoltio
rampas;rampa
muelles;muelle
graduados;graduado
optometristas;optometrista
logopedas;logopeda
terapeutas;terapeuta
podólogos;podólogo
odontólogos;odontólogo
matronas;matrona
consultorios;consultorio
rehabilitadoras;rehabilitador
continuos;continuo
asignaturas;asignatura
testigos;testigo
defunciones;defunción
dramáticas;dramática
fallecimientos;fallecimiento
supervivientes;superviviente
series;serie
deportes;deporte
páginas;página
miofilamentos;miofilamento
puentes;puente
ideologías;ideología
actitudes;actitud
sentimientos;sentimiento
religiones;religión
artes;arte
amenazas;amenaza
significados;significado
expresiones;expresión
culturas;cultura
egoístas;egoísta
monjes;monje
volcados;volcado
guerras;guerra
bandos;bando
biólogos;biólogo
refinados;refinado
éxitos;éxito
rivales;rival
generaciones;generación
perfecciones;perfección
comportamientos;comportamiento
judíos;judío
motivaciones;motivación
detractores;detractor
flujos;flujo
cabezas;cabeza
tentativas;tentativa
ancestros;ancestro
símbolos;símbolo
iconos;icono
costumbres;costumbre
flores;flor
perfumes;perfume
bombones;bombón
nombres;nombre
tiros;tiro
matices;matiz
versiones;versión
querubines;querubín
cupidos;cupido
ángeles;ángel
techos;techo
obras;obra
ilustraciones;ilustración
anuncios;anuncio
parejas;pareja
milenios;milenio
monedas;moneda
vidrieras;vidriera
eruditos;erudito
ideas;idea
intentos;intento
pasiones;pasión
cartas;carta
lazos;lazo
ámbitos;ámbito
naipes;naipe
barajas;baraja
tapices;tapiz
pinturas;pintura
creencias;creencia
tribus;tribu
sectores;sector
ventas;venta
reacciones;reacción
ingredientes;ingrediente
peleas;pelea
choques;choque
calcios;calcio
hígados;hígado
precapilares;precapilar
vénulas;vénula
sexos;sexo
interacciones;interacción
antifúngicos;antifúngico
lisos;liso
estereoisómeros;estereoisómero
voluntarios;voluntario
piridinas;piridina
glomérulos;glomérulo
migrañas;migraña
depresiones;depresión
pesadillas;pesadilla
farmacodinámicas;farmacodinámica
motivos;motivo
episodios;episodio
equivalencias;equivalencia
códigos;código
competidoras;competidor
organizaciones;organización
docentes;docente
caracteres;carácter
dígitos;dígito
rúbricas;rúbrica
anejos;anejo
mamas;mama
intoxicaciones;intoxicación
envenenamientos;envenenamiento
linfomas;linfoma
anemias;anemia
retortijones;retortijón
labios;labio
úlceras;úlcera
oxiuros;oxiuro
áscaris;áscari
párpados;párpado
lentes;lente
orejas;oreja
irregularidades;irregularidad
hemorroides;hemorroide
flancos;flanco
axilas;axila
esguinces;esguince
distensiones;distensión
racimos;racimo
neuropatías;neuropatía
preferencias;preferencia
tics;tic
estornudos;estornudo
amígdalas;amígdala
flemas;flema
bronquios;bronquio
verrugas;verruga
escaldaduras;escaldadura
callos;callo
callosidades;callosidad
infestaciones;infestación
cuestiones;cuestión
miedos;miedo
testículos;testículo
cónyuges;cónyuge
amigos;amigo
agresiones;agresión
glúcidos;glúcido
hidratos;hidrato
sacáridos;sacárido
biomoléculas;biomolécula
textos;texto
azúcares;azúcar
monosacáridos;monosacárido
aldosas;aldosa
cetosas;cetosa
oligosacáridos;oligosacárido
disacáridos;disacárido
polisacáridos;polisacárido
papeles;papel
heteropolisacáridos;heteropolisacárido
glicoproteínas;glicoproteína
glicolípidos;glicolípido
neutros;neutro
viscosas;viscosa
carbonos;carbono
triosas;triosa
tetrosas;tetrosa
pentosas;pentosa
hexosas;hexosa
polialcoholes;polialcohol
enantiómeros;enantiómero
familias;familia
humores;humor
anillos;anillo
necesitados;necesitado
tubérculos;tubérculo
frutos;fruto
proveedores;proveedor
calorías;caloría
herbívoros;herbívoro
glucosas;glucosa
glucoproteínas;glucoproteína
incompatibilidades;incompatibilidad
polímeros;polímero
gránulos;gránulo
legumbres;legumbre
restos;resto
hidroxilos;hidroxilo
uniones;unión
jugos;jugo
geles;gel
hebras;hebra
microfibrillas;microfibrilla
hemicelulosas;hemicelulosa
pectinas;pectina
algas;alga
combustibles;combustible
lipopolisacáridos;lipopolisacárido
ambientes;ambiente
rutas;ruta
hidrolasas;hidrolasa
pastas;pasta
reservas;reserva
dietas;dieta
climas;clima
contenidos;contenido
patatas;patata
canadienses;canadiense
granos;grano
almidones;almidón
dietistas;dietista
pautas;pauta
americanos;americano
integrales;integral
películas;película
emulsiones;emulsión
dextranos;dextrano
conmociones;conmoción
carboxilos;carboxilo
sustituciones;sustitución
esteroles;esterol
proteasas;proteasa
fisiopatologías;fisiopatología
miopatías;miopatía
fosfolípidos;fosfolípido
balsas;balsa
recomendados;recomendado
decilitros;decilitro
bondades;bondad
terceros;tercero
neumáticas;neumática
cojinetes;cojinete
monitores;monitor
inyecciones;inyección
bisturís;bisturí
consideraciones;consideración
coagulopatías;coagulopatía
moretones;moretón
griegos;griego
pulsiones;pulsión
heridas;herida
interpretaciones;interpretación
pasadas;pasada
heridos;herido
cuerpos;cuerpo
corpúsculos;corpúsculo
vibraciones;vibración
estimulaciones;estimulación
vísceras;víscera
fascias;fascia
meninges;meninge
profundos;profundo
equipados;equipado
pimientos;pimiento
cationes;catión
copias;copia
neuropéptidos;neuropéptido
mastocitos;mastocito
vecinos;vecino
axones;axón
sensibilidades;sensibilidad
interneuronas;interneurona
prioridades;prioridad
agravantes;agravante
escalas;escala
compañeros;compañero
cefaleas;cefalea
muelas;muela
mínimos;mínimo
huecas;hueca
similitudes;similitud
máximas;máxima
curvas;curva
lactantes;lactante
metabolitos;metabolito
sustratos;sustrato
lactonas;lactona
integrinas;integrina
homoinjertos;homoinjerto
etiquetas;etiqueta
countries;country
doses;dos
acontecimientos;acontecimiento
acaps;acapítulo
tests;test
provincias;provincia
nitritos;nitrito
cianatos;cianato
alvéolos;alvéolo
expediciones;expedición
aeronaves;aeronave
síntomas;síntoma
bochornos;bochorno
justificaciones;justificación
altitudes;altitud
aviones;avión
tripulaciones;tripulación
rasgos;rasgo
profármacos;profármaco
preparados;preparado
resistencias;resistencia
volátiles;volátil
cajas;caja
mezclas;mezcla
caídas;caída
reumáticos;reumático
resfriados;resfriado
fajas;faja
infiltraciones;infiltración
quinasas;quinasa
miosinas;miosina
isozimas;isozima
transmisores;transmisor
secuencias;secuencia
fibroblastos;fibroblasto
residuos;residuo
fórmulas;fórmula
tragedias;tragedia
asuntos;asunto
naciones;nación
progresos;progreso
deficiencias;deficiencia
micronutrientes;micronutriente
demógrafos;demógrafo
aumentos;aumento
mejoras;mejora
glucolípidos;glucolípido
cetáceos;cetáceo
denominaciones;denominación
cetoácidos;cetoácido
aflatoxinas;aflatoxina
impares;impar
fas;fa
alquinos;alquino
insaturaciones;insaturación
alcoholes;alcohol
aldehídos;aldehído
leucotrienos;leucotrieno
monooxigenasas;monooxigenasa
rupturas;ruptura
hidrocarburos;hidrocarburo
condensaciones;condensación
anhídridos;anhídrido
acilonas;acilo
macrocetonas;macrocetona
ciclooxigenasas;ciclooxigenasa
tromboxanos;tromboxano
amidas;amida
ceramidas;ceramida
gangliósidos;gangliósido
cerebrósidos;cerebrósido
hidrógenos;hidrógeno
materias;materia
automóviles;automóvil
óxidos;óxido
reactividades;reactividad
haluros;haluro
motores;motor
dilatadores;dilatador
endotelios;endotelio
subdivisiones;subdivisión
padecimientos;padecimiento
compartimentos;compartimento
parasimpáticos;parasimpático
abultamientos;abultamiento
videoclips;videoclip
túnicas;túnica
vasomotores;vasomotor
micrómetros;micrómetro
huecos;hueco
dislipidemias;dislipidemia
vesículas;vesícula
impresiones;impresión
cilindros;cilindro
modernas;moderno
alveolos;alveolo
cerradas;cerrada
vaciados;vaciado
miocardiocitos;miocardio
videos;videosegundo
facciones;facción
disecciones;disección
habilidades;habilidad
aprendizajes;aprendizaje
ovarios;ovario
péptidos;péptido
destrezas;destreza
precisiones;precisión
neuroprotectores;neuroprotector
secreciones;secreción
defensas;defensa
consumos;consumo
vitaminas;vitamina
tensiones;tensión
malignos;maligno
hematíes;hematíe
excepciones;excepción
disminuciones;disminución
caballos;caballo
macrocitos;macrocito
hemoglobinas;hemoglobina
colonias;colonia
brotes;brote
proeritroblastos;proeritroblasto
nucléolos;nucléolo
micras;micra
reticulocitos;reticulocito
roles;rol
proporciones;proporción
monocapas;monocapa
encuentros;encuentro
moles;mol
coenzimas;coenzima
gasas;gasa
punciones;punción
hematomas;hematoma
guantes;guante
cubetas;cubeta
hidrogeniones;hidrogenio
compartimientos;compartimiento
longitudes;longitud
subrutinas;subrutina
desajustes;desajuste
espirometrías;espirometría
electrocardiografías;electrocardiografía
saturaciones;saturación
torres;torre
burgos;burgo
robles;roble
agudizaciones;agudización
dis;disegundo
gastos;gasto
quimiorreceptores;quimiorreceptor
vasodilatadoras;vasodilatador
filos;filo
navajuelas;navaja
ostras;ostra
calamares;calamar
pulpos;pulpo
marinos;marino
vivientes;viviente
profundidades;profundidad
aguas;agua
curvos;curvo
trematodos;trematodo
colecciones;colección
museos;museo
academias;academia
conchas;concha
pasatiempos;pasatiempo
tamaños;tamaño
vestigios;vestigio
nefridios;nefridio
gónadas;gónada
espículas;espícula
gasterópodos;gasterópodo
cilios;cilio
tentáculos;tentáculo
dentículos;dentículo
lapas;lapa
conos;cono
metanefridios;metanefridio
estatocistos;estatocisto
papilas;papila
fosetas;fosa
hermafroditas;hermafrodita
espermatóforos;espermatóforo
sacos;saco
espermatozoides;espermatozoide
embriones;embrión
hijas;hijo
segmentaciones;segmentación
hermanas;hermano
cuernos;cuerno
calcáreas;calcárea
protractores;protractor
mandíbulas;mandíbula
divertículos;divertículo
asas;asa
semejanzas;semejanza
prismas;prisma
poliplacóforos;poliplacóforo
subclases;subclase
capturas;captura
coleccionistas;coleccionista
chitones;chita
soportes;soporte
