CODIGO;DESCRIPCION;CODIGO_AGRUP;DESCRIPCION_AGRUP
I70.421;Aterosclerosis de injerto(s) de derivacion venoso autologo de las extremidades con dolor en reposo, pierna derecha;I70-I79;Enfermedades de arterias, arteriolas y capilares
I70.422;Aterosclerosis de injerto(s) de derivacion venoso autologo de las extremidades con dolor en reposo, pierna izquierda;I70-I79;Enfermedades de arterias, arteriolas y capilares
I70.423;Aterosclerosis de injerto(s) de derivacion venoso autologo de las extremidades con dolor en reposo, piernas, bilateral;I70-I79;Enfermedades de arterias, arteriolas y capilares
I70.428;Aterosclerosis de injerto(s) de derivacion venoso autologo de las extremidades con dolor en reposo otra extremidad;I70-I79;Enfermedades de arterias, arteriolas y capilares
I70.429;Aterosclerosis de injerto(s) de derivacion venoso autologo de extremidades con dolor en reposo, extremidad no especificada;I70-I79;Enfermedades de arterias, arteriolas y capilares
I70.431;Aterosclerosis de injerto(s) de derivacion venoso autologo de pierna derecha con ulceracion de muslo;I70-I79;Enfermedades de arterias, arteriolas y capilares
I70.432;Aterosclerosis de injerto(s) de derivacion venoso autologo de pierna derecha con ulceracion de pantorrilla;I70-I79;Enfermedades de arterias, arteriolas y capilares
I70.433;Aterosclerosis de injerto(s) de derivacion venoso autologo de pierna derecha con ulceracion de tobillo;I70-I79;Enfermedades de arterias, arteriolas y capilares
I70.434;Aterosclerosis de injerto(s) de derivacion venoso autologo de pierna derecha con ulceracion de talon y parte media del pie;I70-I79;Enfermedades de arterias, arteriolas y capilares
I70.435;Aterosclerosis de injerto(s) de derivacion venoso autologo de pierna derecha con ulceracion de otra parte del pie;I70-I79;Enfermedades de arterias, arteriolas y capilares
I70.438;Aterosclerosis de injerto(s) de derivacion venoso autologo de pierna derecha con ulceracion de otra localizacion de parte inferior de pierna;I70-I79;Enfermedades de arterias, arteriolas y capilares
I70.439;Aterosclerosis de injerto(s) de derivacion venoso autologo de pierna derecha con ulceracion de localizacion no especificada;I70-I79;Enfermedades de arterias, arteriolas y capilares
I70.441;Aterosclerosis de injerto(s) de derivacion venoso autologo de pierna izquierda con ulceracion de muslo;I70-I79;Enfermedades de arterias, arteriolas y capilares
I70.442;Aterosclerosis de injerto(s) de derivacion venoso autologo de pierna izquierda con ulceracion de pantorrilla;I70-I79;Enfermedades de arterias, arteriolas y capilares
I70.443;Aterosclerosis de injerto(s) de derivacion venoso autologo de pierna izquierda con ulceracion de tobillo;I70-I79;Enfermedades de arterias, arteriolas y capilares
I70.444;Aterosclerosis de injerto(s) de derivacion venoso autologo de pierna izquierda con ulceracion de talon y parte media del pie;I70-I79;Enfermedades de arterias, arteriolas y capilares
I70.445;Aterosclerosis de injerto(s) de derivacion venoso autologo de pierna izquierda con ulceracion de otra parte del pie;I70-I79;Enfermedades de arterias, arteriolas y capilares
I70.448;Aterosclerosis de injerto(s) de derivacion venoso autologo de pierna izquierda con ulceracion de otra localizacion de parte inferior de pierna;I70-I79;Enfermedades de arterias, arteriolas y capilares
I70.449;Aterosclerosis de injerto(s) de derivacion venoso autologo de pierna izquierda con ulceracion de localizacion no especificada;I70-I79;Enfermedades de arterias, arteriolas y capilares
I70.45;Aterosclerosis de injerto(s) de derivacion venoso autologo de otra extremidad con ulceracion;I70-I79;Enfermedades de arterias, arteriolas y capilares
I70.461;Aterosclerosis de injerto(s) de derivacion venoso autologo de las extremidades con gangrena, pierna derecha;I70-I79;Enfermedades de arterias, arteriolas y capilares
I70.462;Aterosclerosis de injerto(s) de derivacion venoso autologo de las extremidades con gangrena, pierna izquierda;I70-I79;Enfermedades de arterias, arteriolas y capilares
I70.463;Aterosclerosis de injerto(s) de derivacion venoso autologo de las extremidades con gangrena, piernas, bilateral;I70-I79;Enfermedades de arterias, arteriolas y capilares
I70.468;Aterosclerosis de injerto(s) de derivacion venoso autologo de las extremidades con gangrena, otra extremidad;I70-I79;Enfermedades de arterias, arteriolas y capilares
I70.469;Aterosclerosis de injerto(s) de derivacion venoso autologo de extremidades con gangrena, extremidad no especificada;I70-I79;Enfermedades de arterias, arteriolas y capilares
I70.491;Otros tipos de aterosclerosis de injerto(s) de derivacion venoso autologo de las extremidades, pierna derecha;I70-I79;Enfermedades de arterias, arteriolas y capilares
I70.492;Otros tipos de aterosclerosis de injerto(s) de derivacion venoso autologo de las extremidades, pierna izquierda;I70-I79;Enfermedades de arterias, arteriolas y capilares
I70.493;Otros tipos de aterosclerosis de injerto(s) de derivacion venoso autologo de las extremidades, piernas, bilateral;I70-I79;Enfermedades de arterias, arteriolas y capilares
I70.498;Otros tipos de aterosclerosis de injerto(s) de derivacion venoso autologo de las extremidades, otra extremidad;I70-I79;Enfermedades de arterias, arteriolas y capilares
I70.499;Otros tipos de aterosclerosis de injerto(s) de derivacion venoso autologo de las extremidades, extremidad no especificada;I70-I79;Enfermedades de arterias, arteriolas y capilares
I70.501;Aterosclerosis no especificada de injerto(s) de derivacion biologico no autologo de las extremidades, pierna derecha;I70-I79;Enfermedades de arterias, arteriolas y capilares
I70.502;Aterosclerosis no especificada de injerto(s) de derivacion biologico no autologo de las extremidades, pierna izquierda;I70-I79;Enfermedades de arterias, arteriolas y capilares
I70.503;Aterosclerosis no especificada de injerto(s) de derivacion biologico no autologo de las extremidades, piernas, bilateral;I70-I79;Enfermedades de arterias, arteriolas y capilares
I70.508;Aterosclerosis no especificada de injerto(s) de derivacion biologico no autologo de las extremidades, otra extremidad;I70-I79;Enfermedades de arterias, arteriolas y capilares
I70.509;Aterosclerosis no especificada de injerto(s) de derivacion biologico no autologo de las extremidades, extremidad no especificada;I70-I79;Enfermedades de arterias, arteriolas y capilares
I70.511;Aterosclerosis de injerto(s) de derivacion biologico no autologo de las extremidades con claudicacion intermitente, pierna derecha;I70-I79;Enfermedades de arterias, arteriolas y capilares
I70.512;Aterosclerosis de injerto(s) de derivacion biologico no autologo de las extremidades con claudicacion intermitente, pierna izquierda;I70-I79;Enfermedades de arterias, arteriolas y capilares
I70.513;Aterosclerosis de injerto(s) de derivacion biologico no autologo de las extremidades con claudicacion intermitente, piernas, bilateral;I70-I79;Enfermedades de arterias, arteriolas y capilares
I70.518;Aterosclerosis de injerto(s) de derivacion biologico no autologo de las extremidades con claudicacion intermitente, otra extremidad;I70-I79;Enfermedades de arterias, arteriolas y capilares
I70.519;Aterosclerosis de injerto(s) de derivacion biologico no autologo de las extremidades con claudicacion intermitente, extremidad no especificada;I70-I79;Enfermedades de arterias, arteriolas y capilares
I70.521;Aterosclerosis de injerto(s) de derivacion biologico no autologo de las extremidades con dolor en reposo, pierna derecha;I70-I79;Enfermedades de arterias, arteriolas y capilares
I70.522;Aterosclerosis de injerto(s) de derivacion biologico no autologo de las extremidades con dolor en reposo, pierna izquierda;I70-I79;Enfermedades de arterias, arteriolas y capilares
I70.523;Aterosclerosis de injerto(s) de derivacion biologico no autologo de las extremidades con dolor en reposo, piernas, bilateral;I70-I79;Enfermedades de arterias, arteriolas y capilares
I70.528;Aterosclerosis de injerto(s) de derivacion biologico no autologo de las extremidades con dolor en reposo, otra extremidad;I70-I79;Enfermedades de arterias, arteriolas y capilares
I70.529;Aterosclerosis de injerto(s) de derivacion biologico no autologo de las extremidades con dolor en reposo, extremidad no especificada;I70-I79;Enfermedades de arterias, arteriolas y capilares
I70.531;Aterosclerosis de injerto(s) de derivacion biologico no autologo de pierna derecha con ulceracion de muslo;I70-I79;Enfermedades de arterias, arteriolas y capilares
I70.532;Aterosclerosis de injerto(s) de derivacion biologico no autologo de pierna derecha con ulceracion de pantorrilla;I70-I79;Enfermedades de arterias, arteriolas y capilares
I70.533;Aterosclerosis de injerto(s) de derivacion biologico no autologo de pierna derecha con ulceracion de tobillo;I70-I79;Enfermedades de arterias, arteriolas y capilares
I70.534;Aterosclerosis de injerto(s) de derivacion biologico no autologo de pierna derecha con ulceracion de talon y parte media del pie;I70-I79;Enfermedades de arterias, arteriolas y capilares
I70.535;Aterosclerosis de injerto(s) de derivacion biologico no autologo de pierna derecha con ulceracion de otra parte del pie;I70-I79;Enfermedades de arterias, arteriolas y capilares
I70.538;Aterosclerosis de injerto(s) de derivacion biologico no autologo de pierna derecha con ulceracion de otra localizacion de parte inferior de pierna;I70-I79;Enfermedades de arterias, arteriolas y capilares
I70.539;Aterosclerosis de injerto(s) de derivacion biologico no autologo de pierna derecha con ulceracion de localizacion no especificada;I70-I79;Enfermedades de arterias, arteriolas y capilares
I70.541;Aterosclerosis de injerto(s) de derivacion biologico no autologo de pierna izquierda con ulceracion de muslo;I70-I79;Enfermedades de arterias, arteriolas y capilares
I70.542;Aterosclerosis de injerto(s) de derivacion biologico no autologo de pierna izquierda con ulceracion de pantorrilla;I70-I79;Enfermedades de arterias, arteriolas y capilares
I70.543;Aterosclerosis de injerto(s) de derivacion biologico no autologo de pierna izquierda con ulceracion de tobillo;I70-I79;Enfermedades de arterias, arteriolas y capilares
I70.544;Aterosclerosis de injerto(s) de derivacion biologico no autologo de pierna izquierda con ulceracion de talon y parte media del pie;I70-I79;Enfermedades de arterias, arteriolas y capilares
I70.545;Aterosclerosis de injerto(s) de derivacion biologico no autologo de pierna izquierda con ulceracion de otra parte del pie;I70-I79;Enfermedades de arterias, arteriolas y capilares
I70.548;Aterosclerosis de injerto(s) de derivacion biologico no autologo de pierna izquierda con ulceracion de otra localizacion de parte inferior de pierna;I70-I79;Enfermedades de arterias, arteriolas y capilares
I70.549;Aterosclerosis de injerto(s) de derivacion biologico no autologo de pierna izquierda con ulceracion de localizacion no especificada;I70-I79;Enfermedades de arterias, arteriolas y capilares
I70.55;Aterosclerosis de injerto(s) de derivacion biologico no autologo de otra extremidad con ulceracion;I70-I79;Enfermedades de arterias, arteriolas y capilares
I70.561;Aterosclerosis de injerto(s) de derivacion biologico no autologo de las extremidades con gangrena, pierna derecha;I70-I79;Enfermedades de arterias, arteriolas y capilares
I70.562;Aterosclerosis de injerto(s) de derivacion biologico no autologo de las extremidades con gangrena, pierna izquierda;I70-I79;Enfermedades de arterias, arteriolas y capilares
I70.563;Aterosclerosis de injerto(s) de derivacion biologico no autologo de las extremidades con gangrena, piernas, bilateral;I70-I79;Enfermedades de arterias, arteriolas y capilares
I70.568;Aterosclerosis de injerto(s) de derivacion biologico no autologo de las extremidades con gangrena, otra extremidad;I70-I79;Enfermedades de arterias, arteriolas y capilares
I70.569;Aterosclerosis de injerto(s) de derivacion biologico no autologo de las extremidades con gangrena, extremidad no especificada;I70-I79;Enfermedades de arterias, arteriolas y capilares
I70.591;Otros tipos de aterosclerosis de injerto(s) de derivacion biologico no autologo de las extremidades, pierna derecha;I70-I79;Enfermedades de arterias, arteriolas y capilares
I70.592;Otros tipos de aterosclerosis de injerto(s) de derivacion biologico no autologo de las extremidades, pierna izquierda;I70-I79;Enfermedades de arterias, arteriolas y capilares
I70.593;Otros tipos de aterosclerosis de injerto(s) de derivacion biologico no autologo de las extremidades, piernas bilateral;I70-I79;Enfermedades de arterias, arteriolas y capilares
I70.598;Otros tipos de aterosclerosis de injerto(s) de derivacion biologico no autologo de las extremidades, otra extremidad;I70-I79;Enfermedades de arterias, arteriolas y capilares
I70.599;Otros tipos de aterosclerosis de injerto(s) de derivacion biologico no autologo de las extremidades, extremidad no especificada;I70-I79;Enfermedades de arterias, arteriolas y capilares
I70.601;Aterosclerosis no especificada de injerto(s) de derivacion no biologico de las extremidades, pierna derecha;I70-I79;Enfermedades de arterias, arteriolas y capilares
I70.602;Aterosclerosis no especificada de injerto(s) de derivacion no biologico de las extremidades, pierna izquierda;I70-I79;Enfermedades de arterias, arteriolas y capilares
I70.603;Aterosclerosis no especificada de injerto(s) de derivacion no biologico de las extremidades, piernas, bilateral;I70-I79;Enfermedades de arterias, arteriolas y capilares
I70.608;Aterosclerosis no especificada de injerto(s) de derivacion no biologico de las extremidades, otra extremidad;I70-I79;Enfermedades de arterias, arteriolas y capilares
I70.609;Aterosclerosis no especificada de injerto(s) de derivacion no biologico de las extremidades, extremidad no especificada;I70-I79;Enfermedades de arterias, arteriolas y capilares
I70.611;Aterosclerosis de injerto(s) de derivacion no biologico de las extremidades con claudicacion intermitente, pierna derecha;I70-I79;Enfermedades de arterias, arteriolas y capilares
I70.612;Aterosclerosis de injerto(s) de derivacion no biologico de las extremidades con claudicacion intermitente, pierna izquierda;I70-I79;Enfermedades de arterias, arteriolas y capilares
I70.613;Aterosclerosis de injerto(s) de derivacion no biologico de las extremidades con claudicacion intermitente, piernas bilateral;I70-I79;Enfermedades de arterias, arteriolas y capilares
I70.618;Aterosclerosis de injerto(s) de derivacion no biologico de las extremidades con claudicacion intermitente, otra extremidad;I70-I79;Enfermedades de arterias, arteriolas y capilares
I70.619;Aterosclerosis de injerto(s) de derivacion no biologico de las extremidades con claudicacion intermitente, extremidad no especificada;I70-I79;Enfermedades de arterias, arteriolas y capilares
I70.621;Aterosclerosis de injerto(s) de derivacion no biologico de las extremidades con dolor en reposo, pierna derecha;I70-I79;Enfermedades de arterias, arteriolas y capilares
I70.622;Aterosclerosis de injerto(s) de derivacion no biologico de extremidades con dolor en reposo, pierna izquierda;I70-I79;Enfermedades de arterias, arteriolas y capilares
I70.623;Aterosclerosis de injerto(s) de derivacion no biologico de las extremidades con dolor en reposo, piernas bilateral;I70-I79;Enfermedades de arterias, arteriolas y capilares
I70.628;Aterosclerosis de injerto(s) de derivacion no biologico de las extremidades con dolor en reposo, otra extremidad;I70-I79;Enfermedades de arterias, arteriolas y capilares
I70.629;Aterosclerosis de injerto(s) de derivacion no biologico de las extremidades con dolor en reposo, extremidad no especificada;I70-I79;Enfermedades de arterias, arteriolas y capilares
I70.631;Aterosclerosis de injerto(s) de derivacion no biologico de pierna derecha con ulceracion de muslo;I70-I79;Enfermedades de arterias, arteriolas y capilares
I70.632;Aterosclerosis de injerto(s) de derivacion no biologico de pierna derecha con ulceracion de pantorrilla;I70-I79;Enfermedades de arterias, arteriolas y capilares
I70.633;Aterosclerosis de injerto(s) de derivacion no biologico de pierna derecha con ulceracion de tobillo;I70-I79;Enfermedades de arterias, arteriolas y capilares
I70.634;Aterosclerosis de injerto(s) de derivacion no biologico de pierna derecha con ulceracion de talon y parte media del pie;I70-I79;Enfermedades de arterias, arteriolas y capilares
I70.635;Aterosclerosis de injerto(s) de derivacion no biologico de pierna derecha con ulceracion de otra parte del pie;I70-I79;Enfermedades de arterias, arteriolas y capilares
I70.638;Aterosclerosis de injerto(s) de derivacion no biologico de pierna derecha con ulceracion de otra localizacion de parte inferior de pierna;I70-I79;Enfermedades de arterias, arteriolas y capilares
I70.639;Aterosclerosis de injerto(s) de derivacion no biologico de pierna derecha con ulceracion de localizacion no especificada;I70-I79;Enfermedades de arterias, arteriolas y capilares
I70.641;Aterosclerosis de injerto(s) de derivacion no biologico de pierna izquierda con ulceracion de muslo;I70-I79;Enfermedades de arterias, arteriolas y capilares
I70.642;Aterosclerosis de injerto(s) de derivacion no biologico de pierna izquierda con ulceracion de pantorrilla;I70-I79;Enfermedades de arterias, arteriolas y capilares
I70.643;Aterosclerosis de injerto(s) de derivacion no biologico de pierna izquierda con ulceracion de tobillo;I70-I79;Enfermedades de arterias, arteriolas y capilares
I70.644;Aterosclerosis de injerto(s) de derivacion no biologico de pierna izquierda con ulceracion de talon y parte media del pie;I70-I79;Enfermedades de arterias, arteriolas y capilares
I70.645;Aterosclerosis de injerto(s) de derivacion no biologico de pierna izquierda con ulceracion de otra parte del pie;I70-I79;Enfermedades de arterias, arteriolas y capilares
I70.648;Aterosclerosis de injerto(s) de derivacion no biologico de pierna izquierda con ulceracion de otra localizacion de parte inferior de pierna;I70-I79;Enfermedades de arterias, arteriolas y capilares
I70.649;Aterosclerosis de injerto(s) de derivacion no biologico de pierna izquierda con ulceracion de localizacion no especificada;I70-I79;Enfermedades de arterias, arteriolas y capilares
I70.65;Aterosclerosis de injerto(s) de derivacion no biologico de otra extremidad con ulceracion;I70-I79;Enfermedades de arterias, arteriolas y capilares
I70.661;Aterosclerosis de injerto(s) de derivacion no biologico de las extremidades con gangrena, pierna derecha;I70-I79;Enfermedades de arterias, arteriolas y capilares
I70.662;Aterosclerosis de injerto(s) de derivacion no biologico de las extremidades con gangrena, pierna izquierda;I70-I79;Enfermedades de arterias, arteriolas y capilares
I70.663;Aterosclerosis de injerto(s) de derivacion no biologico de las extremidades con gangrena, piernas, bilateral;I70-I79;Enfermedades de arterias, arteriolas y capilares
I70.668;Aterosclerosis de injerto(s) de derivacion no biologico de las extremidades con gangrena, otra extremidad;I70-I79;Enfermedades de arterias, arteriolas y capilares
I70.669;Aterosclerosis de injerto(s) de derivacion no biologico de las extremidades con gangrena, extremidad no especificada;I70-I79;Enfermedades de arterias, arteriolas y capilares
I70.691;Otra aterosclerosis de injerto(s) de derivacion no biologico de las extremidades, pierna derecha;I70-I79;Enfermedades de arterias, arteriolas y capilares
I70.692;Otra aterosclerosis de injerto(s) de derivacion no biologico de las extremidades, pierna izquierda;I70-I79;Enfermedades de arterias, arteriolas y capilares
I70.693;Otra aterosclerosis de injerto(s) de derivacion no biologico de las extremidades, piernas, bilateral;I70-I79;Enfermedades de arterias, arteriolas y capilares
I70.698;Otra aterosclerosis de injerto(s) de derivacion no biologico de las extremidades, otra extremidad;I70-I79;Enfermedades de arterias, arteriolas y capilares
I70.699;Otra aterosclerosis de injerto(s) de derivacion no biologico de las extremidades, extremidad no especificada;I70-I79;Enfermedades de arterias, arteriolas y capilares
I70.701;Aterosclerosis no especificada de otro tipo de injerto(s) de derivacion de las extremidades, pierna derecha;I70-I79;Enfermedades de arterias, arteriolas y capilares
I70.702;Aterosclerosis no especificada de otro tipo de injerto(s) de derivacion de las extremidades, pierna izquierda;I70-I79;Enfermedades de arterias, arteriolas y capilares
I70.703;Aterosclerosis no especificada de otro tipo de injerto(s) de derivacion de las extremidades, piernas, bilateral;I70-I79;Enfermedades de arterias, arteriolas y capilares
I70.708;Aterosclerosis no especificada de otro tipo de injerto(s) de derivacion de las extremidades, otra extremidad;I70-I79;Enfermedades de arterias, arteriolas y capilares
I70.709;Aterosclerosis no especificada de otro tipo de injerto(s) de derivacion de las extremidades, extremidad no especificada;I70-I79;Enfermedades de arterias, arteriolas y capilares
I70.711;Aterosclerosis de otro tipo de injerto(s) de derivacion de las extremidades con claudicacion intermitente, pierna derecha;I70-I79;Enfermedades de arterias, arteriolas y capilares
I70.712;Aterosclerosis de otro tipo de injerto(s) de derivacion de las extremidades con claudicacion intermitente, pierna izquierda;I70-I79;Enfermedades de arterias, arteriolas y capilares
I70.713;Aterosclerosis de otro tipo de injerto(s) de derivacion de las extremidades con claudicacion intermitente, piernas bilateral;I70-I79;Enfermedades de arterias, arteriolas y capilares
I70.718;Aterosclerosis de otro tipo de injerto(s) de derivacion de las extremidades con claudicacion intermitente, otra extremidad;I70-I79;Enfermedades de arterias, arteriolas y capilares
I70.719;Aterosclerosis de otro tipo de injerto(s) de derivacion de las extremidades con claudicacion intermitente, extremidad no especificada;I70-I79;Enfermedades de arterias, arteriolas y capilares
I70.721;Aterosclerosis de otro tipo de injerto(s) de derivacion de las extremidades con dolor en reposo, pierna derecha;I70-I79;Enfermedades de arterias, arteriolas y capilares
I70.722;Aterosclerosis de otro tipo de injerto(s) de derivacion de las extremidades con dolor en reposo, pierna izquierda;I70-I79;Enfermedades de arterias, arteriolas y capilares
I70.723;Aterosclerosis de otro tipo de injerto(s) de derivacion de extremidades con dolor en reposo, piernas, bilateral;I70-I79;Enfermedades de arterias, arteriolas y capilares
I70.728;Aterosclerosis de otro tipo de injerto(s) de derivacion de las extremidades con dolor en reposo, otra extremidad;I70-I79;Enfermedades de arterias, arteriolas y capilares
I70.729;Aterosclerosis de otro tipo de injerto(s) de derivacion de las extremidades con dolor en reposo, extremidad no especificada;I70-I79;Enfermedades de arterias, arteriolas y capilares
I70.731;Aterosclerosis de otro tipo de injerto(s) de derivacion de pierna derecha con ulceracion de muslo;I70-I79;Enfermedades de arterias, arteriolas y capilares
I70.732;Aterosclerosis de otro tipo de injerto(s) de derivacion de pierna derecha con ulceracion de pantorrilla;I70-I79;Enfermedades de arterias, arteriolas y capilares
I70.733;Aterosclerosis de otro tipo de injerto(s) de derivacion de pierna derecha con ulceracion de tobillo;I70-I79;Enfermedades de arterias, arteriolas y capilares
I70.734;Aterosclerosis de otro tipo de injerto(s) de derivacion de pierna derecha con ulceracion de talon y parte media del pie;I70-I79;Enfermedades de arterias, arteriolas y capilares
I70.735;Aterosclerosis de otro tipo de injerto(s) de derivacion de pierna derecha con ulceracion de otra parte del pie;I70-I79;Enfermedades de arterias, arteriolas y capilares
I70.738;Aterosclerosis de otro tipo de injerto(s) de derivacion de pierna derecha con ulceracion de otra localizacion de parte inferior de pierna;I70-I79;Enfermedades de arterias, arteriolas y capilares
I70.739;Aterosclerosis de otro tipo de injerto(s) de derivacion de pierna derecha con ulceracion de localizacion no especificada;I70-I79;Enfermedades de arterias, arteriolas y capilares
I70.741;Aterosclerosis de otro tipo de injerto(s) de derivacion de pierna izquierda con ulceracion de muslo;I70-I79;Enfermedades de arterias, arteriolas y capilares
I70.742;Aterosclerosis de otro tipo de injerto(s) de derivacion de pierna izquierda con ulceracion de pantorrilla;I70-I79;Enfermedades de arterias, arteriolas y capilares
I70.743;Aterosclerosis de otro tipo de injerto(s) de derivacion de pierna izquierda con ulceracion de tobillo;I70-I79;Enfermedades de arterias, arteriolas y capilares
I70.744;Aterosclerosis de otro tipo de injerto(s) de derivacion de pierna izquierda con ulceracion de talon y parte media del pie;I70-I79;Enfermedades de arterias, arteriolas y capilares
I70.745;Aterosclerosis de otro tipo de injerto(s) de derivacion de pierna izquierda con ulceracion de otra parte del pie;I70-I79;Enfermedades de arterias, arteriolas y capilares
I70.748;Aterosclerosis de otro tipo de injerto(s) de derivacion de pierna izquierda con ulceracion de otra localizacion de parte inferior de pierna;I70-I79;Enfermedades de arterias, arteriolas y capilares
I70.749;Aterosclerosis de otro tipo de injerto(s) de derivacion de pierna izquierda con ulceracion de localizacion no especificada;I70-I79;Enfermedades de arterias, arteriolas y capilares
I70.75;Aterosclerosis de otro tipo de injerto(s) de derivacion de otra extremidad con ulceracion;I70-I79;Enfermedades de arterias, arteriolas y capilares
I70.761;Aterosclerosis de otro tipo de injerto(s) de derivacion de las extremidades con gangrena, pierna derecha;I70-I79;Enfermedades de arterias, arteriolas y capilares
I70.762;Aterosclerosis de otro tipo de injerto(s) de derivacion de las extremidades con gangrena, pierna izquierda;I70-I79;Enfermedades de arterias, arteriolas y capilares
I70.763;Aterosclerosis de otro tipo de injerto(s) de derivacion de las extremidades con gangrena, piernas, bilateral;I70-I79;Enfermedades de arterias, arteriolas y capilares
I70.768;Aterosclerosis de otro tipo de injerto(s) de derivacion de las extremidades con gangrena, otra extremidad;I70-I79;Enfermedades de arterias, arteriolas y capilares
I70.769;Aterosclerosis de otro tipo de injerto(s) de derivacion de las extremidades con gangrena, extremidad no especificada;I70-I79;Enfermedades de arterias, arteriolas y capilares
I70.791;Otra aterosclerosis de otro tipo de injerto(s) de derivacion de las extremidades, pierna derecha;I70-I79;Enfermedades de arterias, arteriolas y capilares
I70.792;Otra aterosclerosis de otro tipo de injerto(s) de derivacion de las extremidades, pierna izquierda;I70-I79;Enfermedades de arterias, arteriolas y capilares
I70.793;Otra aterosclerosis de otro tipo de injerto(s) de derivacion de las extremidades, piernas, bilateral;I70-I79;Enfermedades de arterias, arteriolas y capilares
I70.798;Otra aterosclerosis de otro tipo de injerto(s) de derivacion de las extremidades, otra extremidad;I70-I79;Enfermedades de arterias, arteriolas y capilares
I70.799;Otra aterosclerosis de otro tipo de injerto(s) de derivacion de las extremidades, extremidad no especificada;I70-I79;Enfermedades de arterias, arteriolas y capilares
I70.8;Aterosclerosis de otras arterias;I70-I79;Enfermedades de arterias, arteriolas y capilares
I70.90;Aterosclerosis no especificda;I70-I79;Enfermedades de arterias, arteriolas y capilares
I70.91;Aterosclerosis generalizada;I70-I79;Enfermedades de arterias, arteriolas y capilares
I70.92;Oclusion total cronica de arteria de extremidades;I70-I79;Enfermedades de arterias, arteriolas y capilares
I71.00;Diseccion de aorta de localizacion no especificada;I70-I79;Enfermedades de arterias, arteriolas y capilares
I71.01;Diseccion de aorta toracica;I70-I79;Enfermedades de arterias, arteriolas y capilares
I71.02;Diseccion de aorta abdominal;I70-I79;Enfermedades de arterias, arteriolas y capilares
I71.03;Diseccion de aorta toracoabdominal;I70-I79;Enfermedades de arterias, arteriolas y capilares
I71.1;Aneurisma de aorta toracica, roto;I70-I79;Enfermedades de arterias, arteriolas y capilares
I71.2;Aneurisma de aorta toracica, sin rotura;I70-I79;Enfermedades de arterias, arteriolas y capilares
I71.3;Aneurisma de aorta abdominal, roto;I70-I79;Enfermedades de arterias, arteriolas y capilares
I71.4;Aneurisma de aorta abdominal, sin rotura;I70-I79;Enfermedades de arterias, arteriolas y capilares
I71.5;Aneurisma de aorta toracoabdominal, roto;I70-I79;Enfermedades de arterias, arteriolas y capilares
I71.6;Aneurisma de aorta toracoabdominal, sin rotura;I70-I79;Enfermedades de arterias, arteriolas y capilares
I71.8;Aneurisma de aorta de localizacion no especificada, roto;I70-I79;Enfermedades de arterias, arteriolas y capilares
I71.9;Aneurisma de aorta de localizacion no especificada, sin rotura;I70-I79;Enfermedades de arterias, arteriolas y capilares
I72.0;Aneurisma de arteria carotida;I70-I79;Enfermedades de arterias, arteriolas y capilares
I72.1;Aneurisma de arteria de extremidad superior;I70-I79;Enfermedades de arterias, arteriolas y capilares
I72.2;Aneurisma de arteria renal;I70-I79;Enfermedades de arterias, arteriolas y capilares
I72.3;Aneurisma de arteria iliaca;I70-I79;Enfermedades de arterias, arteriolas y capilares
I72.4;Aneurisma de arteria de extremidad inferior;I70-I79;Enfermedades de arterias, arteriolas y capilares
I72.8;Aneurisma de otras arterias especificadas;I70-I79;Enfermedades de arterias, arteriolas y capilares
I72.9;Aneurisma de localizacion no especificada;I70-I79;Enfermedades de arterias, arteriolas y capilares
I73.00;Sindrome de Raynaud sin gangrena;I70-I79;Enfermedades de arterias, arteriolas y capilares
I73.01;Sindrome de Raynaud con gangrena;I70-I79;Enfermedades de arterias, arteriolas y capilares
I73.1;Tromboangeitis obliterante [enfermedad de Buerger];I70-I79;Enfermedades de arterias, arteriolas y capilares
I73.81;Eritromelalgia;I70-I79;Enfermedades de arterias, arteriolas y capilares
I73.89;Otras enfermedades vasculares perifericas especificadas;I70-I79;Enfermedades de arterias, arteriolas y capilares
I73.9;Enfermedad vascular periferica, no especificada;I70-I79;Enfermedades de arterias, arteriolas y capilares
I74.01;Embolo en silla de montar de aorta abdominal;I70-I79;Enfermedades de arterias, arteriolas y capilares
I74.09;Otra embolia y trombosis arterial de aorta abdominal;I70-I79;Enfermedades de arterias, arteriolas y capilares
I74.10;Embolia y trombosis de partes no especificadas de aorta;I70-I79;Enfermedades de arterias, arteriolas y capilares
I74.11;Embolia y trombosis de aorta toracica;I70-I79;Enfermedades de arterias, arteriolas y capilares
I74.19;Embolia y trombosis de otras partes de aorta;I70-I79;Enfermedades de arterias, arteriolas y capilares
I74.2;Embolia y trombosis de arterias de los miembros superiores;I70-I79;Enfermedades de arterias, arteriolas y capilares
I74.3;Embolia y trombosis de arterias de los miembros inferiores;I70-I79;Enfermedades de arterias, arteriolas y capilares
I74.4;Embolia y trombosis de arterias de extremidades, no especificada;I70-I79;Enfermedades de arterias, arteriolas y capilares
I74.5;Embolia y trombosis de arteria iliaca;I70-I79;Enfermedades de arterias, arteriolas y capilares
I74.8;Embolia y trombosis de otras arterias;I70-I79;Enfermedades de arterias, arteriolas y capilares
I74.9;Embolia y trombosis de arteria no especificada;I70-I79;Enfermedades de arterias, arteriolas y capilares
